SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price
2380,4,2,Urban,1961,220095.43051543928
2070,3,1,Rural,2000,284320.08833558724
2019,3,2,Urban,1961,172228.75438924695
1136,3,2,Rural,2012,105664.70596847576
1129,4,3,Urban,1980,235300.72699662982
2218,2,2,Urban,1994,206133.60620030874
2017,3,3,Suburb,2020,319106.8124215933
2652,4,3,Urban,1972,340387.26175459294
2387,3,2,Rural,1990,227755.24452733487
1431,5,1,Urban,1982,208044.55734724065
2092,3,1,Urban,1988,297091.53135730175
2481,4,3,Suburb,2007,358591.7932929925
1539,3,2,Suburb,2013,208848.0121665248
1334,3,2,Rural,1993,166326.13832051633
1525,5,2,Rural,2005,183879.32342306324
1557,5,3,Suburb,1985,189020.71084664238
1908,4,2,Rural,1966,309951.8474971417
2039,2,1,Urban,2010,163805.4578624927
2959,2,3,Rural,1991,367290.84686893935
2479,2,3,Rural,1997,211733.40500998552
1509,2,3,Rural,1957,228844.18651582664
1208,4,1,Rural,2005,145639.59509008995
2181,4,1,Rural,1994,237214.7774214619
2360,5,3,Suburb,1968,286990.7907148023
2762,5,1,Rural,1972,374285.585034306
2984,2,1,Rural,1980,363023.7578758426
2264,5,1,Rural,1994,274960.54979734623
1057,4,2,Urban,1952,107251.3527178455
1815,2,2,Suburb,1965,164821.94000970025
2328,3,3,Rural,1990,271044.97105824103
2368,3,3,Suburb,1951,221858.3407120735
2665,3,2,Suburb,1987,275942.30696495145
2752,5,3,Rural,2013,232091.15864261647
2037,2,2,Suburb,1967,230351.27194498118
2382,3,2,Suburb,1952,259308.81505647587
1376,2,3,Suburb,1963,121557.55710842885
1242,4,2,Urban,1970,105144.62217139304
1992,3,3,Suburb,1993,211837.8673912689
2168,3,1,Rural,2013,223704.8890627906
1890,3,1,Suburb,1997,250187.3810139173
1414,4,2,Urban,2017,183186.5155612253
1393,2,2,Suburb,2011,134729.75658069388
2861,3,1,Urban,1998,345098.7111479899
2638,3,1,Rural,1983,218425.1328772195
1728,2,2,Urban,2020,194415.74016187378
1357,5,1,Rural,2005,167354.27285272515
2956,5,2,Suburb,2003,379019.3986556106
2599,3,1,Suburb,2018,323742.5314713467
2181,3,1,Rural,2005,237989.66335736154
1673,5,2,Urban,1989,197250.80515345992
1017,5,2,Suburb,1953,153137.66428779217
1727,3,2,Suburb,2011,158463.66463616246
2854,2,2,Urban,1972,260620.91721634156
1560,5,3,Suburb,2017,199568.38759115923
2591,3,3,Rural,1967,366079.7445370439
2370,4,2,Rural,2017,257819.1564935525
2081,2,3,Rural,1990,262677.90412487776
1154,3,1,Suburb,2020,124659.97994454179
2590,4,2,Rural,2003,239042.79011722567
2510,5,3,Urban,1995,306978.85870573414
2876,4,2,Rural,1998,283924.42894968775
2554,4,1,Suburb,1950,235426.56610427235
1486,4,1,Urban,1953,191147.63873037335
1150,5,2,Suburb,2013,166348.1789824526
2382,4,3,Urban,1982,333688.7238676378
1367,5,2,Rural,1981,209502.59988416525
2643,3,2,Rural,2002,312974.369758351
2070,4,1,Urban,1971,273344.32294851233
1206,2,2,Urban,1954,40976.86803366142
2898,3,3,Rural,1963,296441.29955841415
1449,5,2,Suburb,1974,188040.82724003046
2506,3,2,Rural,1954,321222.1549971311
2970,4,1,Suburb,2007,246483.22724082737
2875,5,1,Rural,2018,235732.75497524865
1923,4,1,Urban,1953,136758.34170383017
2663,3,1,Suburb,1991,259067.17889478523
1696,2,3,Rural,1961,205554.31476341965
1569,3,1,Rural,1987,100536.70001989657
1142,3,2,Suburb,1981,118002.16832529646
2423,4,1,Urban,1986,289747.0988167687
2120,2,3,Urban,2019,227652.47310953916
2070,4,3,Rural,1987,163562.00657080457
1190,4,1,Urban,1971,167498.5774560165
1139,4,1,Rural,1970,174405.8120959142
1614,5,1,Urban,2019,144137.46280363272
2254,4,1,Suburb,1994,226892.3590640287
2962,2,2,Rural,2019,261404.30772700405
2363,4,2,Urban,1965,373349.39915885846
1924,4,3,Rural,2010,218038.13577675453
2514,2,1,Urban,1972,235137.5215219406
2072,3,1,Suburb,1997,237732.64508382525
2922,4,2,Suburb,2003,261893.8167431851
1623,3,1,Suburb,1961,193221.1290236431
2476,4,2,Rural,1960,278306.70050767856
2339,4,3,Rural,1952,309652.33382521203
2345,5,3,Suburb,1950,192842.45724405893
1086,2,1,Suburb,2016,124232.5895234129
2917,2,1,Rural,1973,316092.68338259717
2497,3,1,Suburb,1987,245814.2420036245
1281,5,2,Rural,1983,240496.4643108138
2862,4,2,Suburb,1960,261414.91613171145
1763,5,3,Urban,1957,215145.24973255547
2097,2,2,Rural,1951,179617.34523486867
1452,4,1,Suburb,1999,122931.77838549612
1046,4,3,Rural,1958,221393.70787119633
2611,3,1,Suburb,1972,256970.5836601289
2119,5,2,Rural,2011,258905.91509295616
1937,4,2,Suburb,1961,163350.73939528418
1030,2,1,Rural,1994,104013.72300185633
1533,3,1,Suburb,2009,202501.09811359603
1016,2,3,Urban,1964,70269.43704886048
2235,3,2,Rural,1998,226449.30612674882
2683,5,2,Suburb,1989,326489.48089241976
2258,3,3,Suburb,2008,351539.5516984192
1391,5,3,Suburb,1989,133875.1205258169
2006,5,2,Urban,1990,261763.7378074816
1353,4,3,Urban,1992,198307.62146244937
1304,5,2,Urban,1995,189117.59481489134
2622,3,2,Urban,1984,261644.8426279831
2573,3,3,Rural,2006,237383.4960754018
2588,4,3,Suburb,2015,350238.47521160037
2563,3,3,Rural,1975,212501.25846238848
2612,5,2,Urban,1999,258090.0961889331
2948,3,3,Suburb,1989,375409.98221754446
1508,2,2,Urban,1984,112251.55148040318
1711,2,1,Rural,1989,171995.86517246527
2418,4,3,Suburb,1979,348854.3062264423
2454,5,2,Urban,1957,254068.8091268235
1684,3,2,Urban,2018,154195.94962845498
1785,4,2,Urban,2015,135920.47046464897
2585,4,3,Suburb,1959,266074.89993082086
1856,5,3,Rural,2006,247867.09513924172
1176,4,1,Rural,1998,114158.06012938137
2429,2,3,Urban,1989,265219.57108009397
1300,4,1,Rural,1950,126661.70481877156
1444,3,1,Rural,2021,206907.4801750666
2762,2,1,Urban,2016,339890.44279138756
2150,2,1,Urban,1996,218928.5926192983
2372,2,3,Rural,2018,330386.8819854371
1020,3,1,Rural,2019,127869.24389754633
2015,5,3,Suburb,2007,243848.74512316973
1710,4,3,Urban,1974,119368.71912189011
1700,4,3,Suburb,1996,185588.4349890186
2867,2,3,Rural,1991,304237.78184059454
2443,2,3,Suburb,1992,279204.5292973581
1151,4,2,Urban,1988,109166.09255768755
2183,3,3,Suburb,1973,198918.28001334795
1858,2,3,Rural,2014,274990.85085387004
2503,2,1,Urban,2006,302109.9183113111
2466,3,1,Rural,1984,345859.8978102023
1095,5,1,Rural,1992,90371.85854217803
2375,2,1,Suburb,1989,273013.1838566957
2098,5,1,Urban,1988,234012.12461194847
1877,3,1,Rural,1956,155414.11310720182
2617,4,3,Urban,1965,278389.97266451025
1639,4,3,Suburb,1995,125099.38130736836
2382,5,1,Suburb,2000,235700.38644448013
2156,2,2,Urban,1960,263828.5302984567
1399,4,2,Rural,1985,226755.27052859816
2162,3,3,Suburb,1979,205719.53836536058
1245,2,3,Suburb,1975,215825.81426021765
2314,5,2,Suburb,1983,166821.37275145418
1111,5,2,Urban,1981,163514.85707271728
2738,5,1,Urban,1956,288571.2264876001
2193,5,2,Suburb,2021,230075.3469148809
2622,3,1,Rural,2003,181408.3841988377
2654,4,3,Urban,1986,267573.9688745914
2633,5,3,Rural,1957,267484.52504796634
2263,4,1,Urban,2003,183751.31489654642
2360,4,3,Urban,1959,253199.23097699782
2161,5,3,Urban,1986,253043.9761447706
2617,2,1,Rural,1961,282191.73665162397
2259,5,2,Rural,1953,224855.30031585763
2671,3,3,Suburb,1998,288379.3134894121
1793,2,2,Urban,1994,239964.21955106236
2026,5,2,Urban,1983,286330.77600832714
2594,4,3,Urban,1964,330629.0519153683
1115,4,2,Urban,1963,180254.74886119802
2495,2,3,Urban,1984,277491.6165190224
2154,3,3,Rural,1965,301366.0908541726
1933,4,1,Suburb,1964,235308.46969586372
2921,3,3,Rural,2016,304254.619381937
2506,4,1,Rural,2018,192292.20273568016
2424,2,1,Rural,1992,187247.96859870158
2224,5,1,Urban,2019,177777.99874026215
1291,4,1,Urban,1993,182267.73314311946
1341,2,1,Rural,1975,103295.43423087384
2014,2,2,Suburb,1989,177987.05297295473
2633,5,1,Rural,2021,271722.7495778197
2239,5,1,Rural,1996,203529.77670325333
2659,2,2,Rural,1980,284591.43504635943
1584,4,1,Rural,1952,101592.8143480884
2389,3,2,Rural,1984,288627.9682040906
2913,3,2,Rural,1999,336544.9397008289
2665,5,1,Rural,1973,284221.8736436648
2492,4,3,Urban,1971,249321.67404070977
2441,2,3,Rural,1985,275938.44340405986
1026,3,1,Suburb,1983,174513.21509959354
2700,3,3,Urban,1986,197472.82376626736
1454,4,1,Urban,1984,199463.30144233844
1917,2,1,Urban,1950,195644.30304234207
1579,5,2,Suburb,2002,162659.1812401853
1013,3,1,Suburb,1953,102034.41878755327
1097,4,1,Urban,1950,72584.56527923595
1278,5,3,Urban,1996,75043.57499841509
2963,4,2,Urban,1988,354420.805273739
1489,2,2,Rural,2013,194602.74915652457
1984,4,3,Rural,1982,229791.10650118912
1960,5,1,Rural,1976,270603.6216504604
2906,2,2,Rural,1979,358318.0706187124
2782,3,2,Urban,1991,334092.2980454772
1623,5,3,Suburb,2019,238186.22983422905
1206,4,2,Suburb,2007,198512.19945615725
2887,3,1,Suburb,2019,326687.321727641
2869,2,3,Suburb,1957,293801.6436945618
2256,5,1,Urban,1991,250215.38030486208
2596,2,2,Rural,1968,268939.7597123414
1596,2,3,Rural,1969,126042.25345546831
1694,4,1,Rural,2015,220245.99145302625
2262,4,2,Urban,2009,244341.1898199459
1249,4,1,Urban,1988,200216.37068579026
2606,3,1,Urban,2007,238563.53350940684
1739,3,3,Urban,1998,289534.66290743265
2620,4,1,Urban,2000,248149.33281338628
1305,3,2,Rural,1976,90924.24778321123
2931,5,2,Rural,1956,341714.9005532471
2486,2,2,Urban,2001,316084.4967938451
2806,4,2,Suburb,2016,308213.8498162143
2936,2,1,Suburb,1979,311972.55993036507
2825,2,2,Suburb,1975,275375.5766610252
2259,2,3,Suburb,1952,203240.8564466539
2314,5,1,Suburb,1992,253841.85859236575
2062,5,3,Urban,1985,211723.14703694143
1997,3,2,Suburb,1977,259549.15586126613
1717,2,3,Suburb,1990,245319.551871774
1182,3,2,Rural,2019,91123.24486700344
2722,2,1,Suburb,1994,207489.2365151928
1644,4,3,Rural,1951,251504.32646439417
1029,2,1,Suburb,1976,78683.06099493298
2411,2,2,Rural,2006,197678.01582795547
1766,5,1,Urban,2001,243601.34639876895
2166,4,3,Urban,1954,278431.75498873857
1614,3,3,Suburb,2001,231805.07218919796
2442,4,3,Urban,2015,184774.9563637607
2004,5,2,Urban,1981,226139.43409803565
1073,5,3,Urban,2012,120820.97049407383
2078,2,3,Rural,1951,267479.3886909367
1961,5,3,Suburb,2006,233283.56515088273
2771,5,1,Rural,2006,223824.05671073662
2595,2,2,Suburb,1960,316529.4129004583
1023,5,2,Suburb,2018,102235.77020184862
2045,5,2,Urban,1999,257921.17046599454
1427,3,2,Urban,1975,127192.33006086931
2055,2,3,Rural,1983,180073.64650476107
1862,2,2,Urban,2007,193724.08536679676
1338,3,2,Rural,1951,135936.14089018447
2970,3,3,Suburb,1952,372937.2336927347
2538,3,3,Rural,1964,122223.77190302472
1511,3,3,Rural,1965,185804.695538067
2093,2,3,Rural,2019,234934.85688549373
1671,3,1,Rural,2018,228975.59749305056
2921,3,2,Urban,2008,369517.57810595806
2111,5,3,Suburb,1950,211427.77124030286
1876,2,2,Urban,1995,222871.22507007048
1570,3,1,Urban,2015,173268.7986191089
1763,5,3,Rural,1951,153391.2318686717
2242,2,1,Rural,1962,198569.31620756278
1712,3,2,Urban,1964,204638.48934164178
1588,3,1,Suburb,2021,208455.33824781227
1766,5,2,Rural,2014,166791.91782282482
2782,4,2,Rural,1995,246609.3534662704
2293,2,2,Rural,2000,263609.6541389158
1818,5,2,Suburb,1982,176848.15425179646
2674,3,2,Urban,1986,237414.96848523035
1077,4,3,Suburb,2021,101864.66265571999
2615,4,3,Rural,1968,356040.1431184247
1009,5,1,Rural,1983,187152.5540537586
2491,5,1,Urban,2004,327611.84036466636
2359,5,3,Rural,1978,348707.3047087835
1635,2,2,Rural,2008,194419.45807123545
2209,4,2,Rural,1952,255315.60643188405
2569,2,3,Urban,1993,222726.18423310335
2144,4,2,Urban,1994,231053.50480132172
1591,2,1,Urban,2007,201763.74397888486
1717,5,2,Urban,1989,187737.07329968276
1564,3,2,Rural,1958,141682.13067245902
2691,5,1,Urban,2021,331311.9082741791
2297,2,1,Rural,1992,228928.7799196883
1409,5,3,Suburb,2020,182363.68349635287
1357,4,2,Rural,1962,185537.02003534266
2670,2,1,Suburb,1981,176432.47719559536
2964,5,1,Rural,1970,358303.6203732015
1097,5,1,Rural,2000,90847.33174297109
2006,3,1,Suburb,1965,229084.73440368916
1240,3,1,Suburb,1997,125482.3036810243
1556,5,1,Rural,1997,129347.93474652556
1710,4,3,Suburb,2006,221994.05654255042
2826,4,2,Suburb,2018,245197.49907580615
2971,4,2,Rural,1972,343427.5971451571
2137,5,2,Rural,2004,246644.30406886767
2510,3,2,Suburb,1973,171116.0559238513
2812,5,2,Urban,2019,321180.5617405452
2264,3,2,Rural,1953,267874.6044793837
1155,4,2,Urban,1959,91708.17710364383
1351,3,3,Urban,1961,112211.76818300702
1043,5,1,Rural,1991,132112.6547515172
1591,5,1,Urban,1979,268753.1421965378
2335,5,1,Urban,1950,197507.24532246584
1137,3,3,Urban,1968,221905.1552860529
2686,4,1,Suburb,1986,273546.4447569
2967,5,3,Suburb,1971,373294.10070555616
1435,5,3,Suburb,1951,180676.14341685115
1753,3,3,Suburb,2015,198576.94314194843
1142,4,3,Rural,1988,87228.95182194954
2023,3,1,Suburb,1956,290781.3354190559
2846,2,2,Urban,1967,218147.0336459863
2322,2,1,Urban,1950,203689.94299587296
2585,5,3,Urban,2014,313278.75212981796
1261,3,3,Suburb,1987,249066.36140519037
1511,3,3,Rural,2016,183880.92770800594
1672,5,1,Rural,1967,255018.41770074327
1061,2,2,Rural,1971,132850.11197802855
2590,4,1,Urban,1957,278650.5368063703
2446,4,3,Urban,1987,344057.85454063764
2419,2,2,Urban,1952,216153.49449992302
2907,5,3,Suburb,1966,232164.32013829175
1030,5,2,Suburb,1956,154035.3633916974
2353,4,2,Suburb,1960,326261.5060692754
1948,4,3,Rural,1997,251101.12545449098
1801,2,1,Rural,1968,189982.624157185
2192,2,1,Rural,1978,177115.76043437968
1265,3,2,Suburb,1977,168734.16752044068
1307,2,3,Rural,1977,163478.518677154
1458,2,3,Rural,2010,246406.4736610427
2208,4,3,Rural,1985,254173.65033120706
1333,4,1,Rural,1973,24023.421422357
1514,3,2,Rural,2004,129541.54551026103
1440,4,3,Suburb,1980,294901.3436683436
1672,4,1,Rural,1957,158156.11630642173
1390,4,1,Rural,1997,129986.6505675294
2795,2,1,Suburb,1967,204057.9876639053
1934,4,3,Urban,1989,225338.14233603416
1559,5,2,Rural,1961,187296.2188012206
1253,2,3,Urban,2001,120535.3971874837
2609,4,1,Suburb,2000,268567.35326109204
2358,2,1,Rural,2007,269364.1452698994
2423,4,2,Urban,1957,266607.13370157324
2189,3,1,Urban,1968,151386.08100052795
2283,3,1,Suburb,1973,251792.43023886878
2027,3,1,Suburb,1979,209291.99973537668
2911,4,2,Urban,1981,334262.1088420616
1118,3,1,Rural,1960,191353.59697434868
1995,2,3,Rural,1951,241646.26327746647
2946,3,1,Suburb,2015,379405.03045288794
1469,3,1,Rural,1977,249765.66774774864
2493,3,1,Suburb,1960,280695.35657870915
1784,3,1,Suburb,1976,210163.12189924027
2516,2,3,Suburb,2021,292138.8285013037
2761,5,3,Rural,1992,266829.221203803
2887,3,3,Suburb,1956,278233.4172171228
2523,4,3,Urban,1974,270745.5937593896
2093,5,3,Suburb,1966,151609.4064017072
1693,3,2,Urban,2007,92511.08182760337
1864,5,3,Rural,1996,187474.08699133835
1775,4,2,Urban,1969,164004.93487009234
2393,4,3,Suburb,2015,300053.5462320437
1180,3,2,Suburb,2015,35799.649634256784
2028,3,1,Suburb,1977,216599.65317272872
2220,4,3,Rural,1963,266690.6158252151
1046,2,2,Rural,1964,143868.98445401972
2993,5,1,Suburb,2007,370066.51446550863
2575,2,3,Rural,2017,253019.1278442986
1633,3,2,Urban,1968,194156.8897835437
2670,2,1,Urban,1996,269537.9610307575
2163,2,2,Rural,1984,187463.61247890018
2885,5,3,Rural,1955,282820.40448234277
2688,3,1,Suburb,2021,210932.17406693887
2563,5,1,Suburb,1992,289815.5694634478
2450,4,1,Urban,1973,258074.7672204933
1588,5,3,Suburb,1979,153843.76481442602
2710,5,1,Rural,1992,339527.24397166487
2584,4,2,Urban,1965,310995.11306119227
2877,2,3,Suburb,1970,349554.6164519617
1309,5,1,Rural,2020,161558.19653421515
1273,4,3,Rural,1960,116845.74454685813
2562,3,3,Suburb,1983,244313.84274374478
1839,2,1,Urban,1980,228471.82362020525
2413,4,1,Rural,1976,200370.07247013907
1458,2,1,Urban,2020,139365.69308348998
1732,4,2,Urban,1994,215520.12909521314
2657,5,1,Suburb,1961,251861.0814416329
1360,2,2,Rural,1986,140833.39103856112
2017,5,1,Suburb,2016,176133.38140390196
2092,4,3,Urban,1994,214136.78441136138
2606,5,3,Suburb,2005,383759.35887114354
1661,5,1,Rural,1999,124125.37395858428
1698,4,1,Rural,1999,232863.57478221058
2454,5,1,Urban,1982,280834.7462108184
1884,5,3,Urban,2005,40348.0096053523
1757,5,3,Urban,1977,142577.55402092065
2731,3,3,Urban,1968,266070.1170925852
2055,3,1,Rural,2017,180352.61117107907
1620,3,1,Urban,1988,165810.1685235439
2888,2,3,Suburb,1959,305853.27540739684
2536,5,2,Urban,1955,385581.7239602071
1181,5,1,Urban,2003,118758.46060719342
1685,5,1,Suburb,1993,139375.31380165071
1680,2,2,Suburb,2008,98164.32170101613
1247,2,3,Urban,1968,116647.23823973759
1619,4,1,Urban,1983,98532.77797175021
2905,5,2,Rural,1955,287218.5230424339
2320,4,2,Urban,2010,179512.38720716425
2799,4,3,Rural,1953,229477.75213618754
2951,2,2,Suburb,2003,335187.0767044144
1029,3,3,Suburb,1988,130369.81311057317
2325,2,2,Suburb,1961,225885.93768033432
2499,2,1,Urban,1992,271101.5722536871
1872,3,3,Urban,2000,185774.17985753622
1947,3,3,Rural,2014,238283.92725868066
2375,2,2,Urban,1958,221021.26433778656
1984,5,1,Urban,1987,267675.9894071924
2505,4,2,Rural,2019,276491.88154204516
1316,5,2,Suburb,1987,203811.3704203493
1736,4,2,Suburb,1992,154432.1168394414
2420,5,1,Rural,2002,208751.07916179844
2112,3,1,Rural,2003,172118.91796052735
2257,5,2,Rural,1999,269776.18288889894
1167,2,3,Rural,1979,118869.80472629252
1742,4,3,Urban,1984,204863.64666455105
1125,4,3,Rural,1976,222096.80463307915
1572,5,3,Urban,2005,74485.6791436168
1119,3,2,Suburb,1954,182781.58136240407
2451,2,2,Suburb,2019,258300.83218230083
2008,3,1,Suburb,1982,267020.0720213465
2213,2,3,Urban,2019,153636.5376706886
2656,2,2,Urban,1979,252859.78354594714
2451,2,3,Rural,2002,286607.41044694226
1559,5,3,Suburb,1950,158883.8664472966
2225,2,2,Urban,1970,260314.99122169445
2082,2,2,Suburb,1967,278852.43581921107
1696,2,2,Suburb,1965,237581.4664952144
1222,4,3,Suburb,1954,59250.76426293804
2515,4,1,Suburb,1958,220750.835998495
2034,5,3,Urban,1965,184232.53025236935
1792,5,2,Suburb,1982,235139.1924412737
2724,4,3,Suburb,1995,361480.579468757
2535,4,1,Rural,1955,224762.82856900606
1813,2,2,Rural,2002,163340.10111526286
1309,4,2,Suburb,2011,218375.537418289
2011,5,3,Rural,2012,275903.9139620595
1748,5,2,Suburb,1953,210704.07499494954
2057,2,1,Urban,2009,334466.63207030663
2018,3,2,Suburb,1951,230328.05482356786
2363,3,3,Rural,1963,240602.75180411665
2670,4,2,Urban,1975,201973.67885620473
1480,2,3,Suburb,1978,9887.442885333556
1573,4,2,Urban,1985,263943.4751990507
1824,2,2,Suburb,2001,111350.55339213059
2762,4,3,Rural,1957,286275.344248675
2116,5,1,Urban,1999,191407.21738725938
1627,5,3,Suburb,1963,78213.36253568642
2867,3,1,Rural,2001,357815.4663541123
2156,3,3,Rural,1962,245738.75219064744
1843,4,2,Urban,2011,155557.3736727139
1988,5,1,Suburb,2017,201203.3802182255
1418,4,3,Urban,1960,135059.79203515174
2491,5,3,Rural,1961,233978.40411476852
2828,2,3,Urban,2014,368770.858564803
2467,5,3,Rural,2013,261878.04713533344
2728,3,1,Urban,1997,212466.59550924372
2935,5,1,Rural,1958,319491.4313659692
1029,4,1,Rural,1986,154481.64466403384
2992,2,1,Rural,1975,259817.3331709304
1297,3,3,Suburb,1950,204927.11520482617
2084,2,1,Urban,2017,263263.21084533597
1457,3,1,Rural,1963,131020.91550691579
2996,3,2,Urban,1995,240940.56862298702
1303,2,2,Suburb,1981,184945.56701242155
1957,2,1,Urban,1988,268191.6398985845
1339,5,2,Urban,1952,118807.39118298495
2884,5,2,Suburb,1986,292363.26397958206
1447,3,2,Urban,1973,190484.2849566436
2976,5,2,Suburb,1966,387987.1341360678
2859,5,3,Urban,1982,407082.01039345807
2325,3,2,Suburb,2015,208933.1110652094
1880,5,3,Suburb,1980,255044.78038719183
1539,2,3,Urban,1953,194469.2226806373
1484,4,2,Suburb,1956,211664.50251075954
1076,2,3,Urban,2011,51081.41997857396
2656,4,3,Rural,1977,308883.11923193804
1514,2,3,Urban,1997,76165.227017563
2572,4,3,Rural,1956,348016.8773174287
1943,4,2,Suburb,2014,231573.55231604964
1658,5,2,Rural,2008,196072.61270956657
1091,3,3,Suburb,2008,118641.74514948796
2874,2,2,Urban,1964,377979.37937571015
2808,5,1,Urban,2016,246507.0441168939
1465,2,1,Urban,1990,162036.93438546057
1465,2,2,Rural,1985,233808.07896665265
2912,4,1,Rural,1965,298728.2021303786
2622,4,2,Suburb,2015,392311.55103096913
2063,3,3,Rural,2011,308587.0107296757
1689,4,2,Suburb,1996,252021.6174273648
2352,2,3,Urban,1981,259203.78476437845
2308,4,1,Rural,1974,344530.68836244574
1946,5,3,Suburb,2006,318372.3227237773
1553,5,3,Rural,1972,142027.88229928014
2820,4,1,Rural,2019,349821.70088682097
2089,3,2,Urban,1965,232510.43360878446
2659,4,2,Suburb,1980,305943.7886710029
2680,5,2,Urban,1994,273436.8614605455
2655,2,2,Suburb,1991,341324.53382711404
1108,2,3,Urban,1981,228372.3008275412
2438,2,3,Rural,1986,237946.36998777662
1091,5,1,Suburb,1995,103736.99851570875
2002,5,1,Urban,1992,250641.0315189636
1367,2,3,Suburb,2018,173053.5013777602
1819,3,1,Suburb,1978,167616.32805582508
1422,3,2,Suburb,2006,205182.69865088648
1571,2,3,Suburb,1976,207921.92004527216
1861,2,1,Suburb,1968,229633.57703802807
2762,5,1,Urban,2015,382665.919970435
2263,4,2,Urban,1967,285077.5095331855
1434,5,3,Urban,1992,173327.66884499864
1211,4,1,Suburb,2016,139913.37171961568
2423,4,1,Urban,1979,180403.95919832372
2633,4,1,Rural,2005,247351.68953642366
1525,4,2,Rural,2020,243158.93193890146
2753,2,1,Suburb,1951,348416.0065071025
1467,4,3,Urban,1972,200550.71486001916
2193,4,2,Rural,1983,251186.20210031545
2842,4,3,Suburb,1982,257854.43609533733
