productname,date,farmprice,atlantaretail,chicagoretail,losangelesretail,newyorkretail,averagespread
Oranges,2008/2/24,$0.08 ,$0.32 ,$0.43 ,$0.37 ,$0.29 ,340.63%
Potatoes,2008/2/24,$1.23 ,$4.96 ,$3.97 ,$3.97 ,$0.00 ,162.20%
Red Leaf Lettuce,2008/2/24,$0.27 ,$1.29 ,$1.64 ,$1.02 ,$2.37 ,485.19%
Avocados,2008/2/24,$0.73 ,$1.11 ,$1.31 ,$1.42 ,$1.82 ,93.84%
Romaine Lettuce,2008/2/24,$0.24 ,$1.29 ,$1.64 ,$1.49 ,$1.62 ,529.17%
Broccoli Bunches,2008/2/24,$0.23 ,$1.66 ,$1.03 ,$1.42 ,$1.60 ,520.65%
Strawberries,2008/2/24,$1.61 ,$3.12 ,$2.79 ,$2.67 ,$3.37 ,85.56%
Broccoli Crowns,2008/2/24,$0.28 ,$2.12 ,$1.72 ,$1.69 ,$1.82 ,556.25%
Carrots,2008/2/24,$0.26 ,$0.90 ,$0.93 ,$1.24 ,$1.09 ,300.00%
Cauliflower,2008/2/24,$0.30 ,$1.12 ,$1.17 ,$1.82 ,$1.10 ,334.17%
Iceberg Lettuce,2008/2/17,$0.25 ,$1.44 ,$1.37 ,$1.64 ,$1.67 ,512.00%
Oranges,2008/2/17,$0.08 ,$0.35 ,$0.48 ,$0.47 ,$0.35 ,415.63%
Potatoes,2008/2/17,$1.24 ,$5.29 ,$3.62 ,$3.72 ,$0.00 ,154.64%
Red Leaf Lettuce,2008/2/17,$0.26 ,$1.39 ,$1.78 ,$1.30 ,$2.49 ,569.23%
Avocados,2008/2/17,$0.72 ,$1.16 ,$1.43 ,$1.60 ,$1.56 ,99.65%
Romaine Lettuce,2008/2/17,$0.24 ,$1.39 ,$1.78 ,$1.26 ,$1.57 ,525.00%
Broccoli Bunches,2008/2/17,$0.24 ,$1.48 ,$1.36 ,$1.89 ,$1.94 ,594.79%
Strawberries,2008/2/17,$1.61 ,$3.49 ,$3.62 ,$3.99 ,$3.29 ,123.45%
Broccoli Crowns,2008/2/17,$0.29 ,$2.04 ,$2.26 ,$2.07 ,$1.62 ,588.79%
Carrots,2008/2/17,$0.26 ,$0.90 ,$0.93 ,$0.74 ,$1.04 ,247.12%
Cauliflower,2008/2/17,$0.26 ,$1.07 ,$1.37 ,$1.82 ,$1.10 ,415.38%
Celery,2008/2/17,$0.34 ,$1.36 ,$1.57 ,$1.42 ,$1.82 ,353.68%
Green Leaf Lettuce,2008/2/17,$0.22 ,$1.39 ,$1.78 ,$1.30 ,$2.24 ,662.50%
Red Leaf Lettuce,2008/2/10,$0.27 ,$1.34 ,$1.78 ,$1.38 ,$2.17 ,517.59%
Avocados,2008/2/10,$0.70 ,$1.32 ,$1.79 ,$1.74 ,$1.79 ,137.14%
Romaine Lettuce,2008/2/10,$0.25 ,$1.34 ,$1.78 ,$1.40 ,$1.74 ,526.00%
Broccoli Bunches,2008/2/10,$0.29 ,$1.64 ,$1.47 ,$2.14 ,$1.87 ,513.79%
Strawberries,2008/2/10,$1.83 ,$5.08 ,$3.00 ,$3.99 ,$4.74 ,129.64%
Broccoli Crowns,2008/2/10,$0.30 ,$1.96 ,$2.14 ,$2.39 ,$1.92 ,600.83%
Carrots,2008/2/10,$0.26 ,$0.90 ,$0.93 ,$0.83 ,$1.07 ,258.65%
Cauliflower,2008/2/10,$0.27 ,$1.17 ,$1.85 ,$1.94 ,$1.25 ,475.00%
Celery,2008/2/10,$0.32 ,$1.13 ,$1.54 ,$1.54 ,$1.79 ,368.75%
Green Leaf Lettuce,2008/2/10,$0.23 ,$1.34 ,$1.78 ,$1.38 ,$2.17 ,625.00%
Iceberg Lettuce,2008/2/10,$0.23 ,$1.44 ,$1.49 ,$1.77 ,$1.67 ,592.39%
Oranges,2008/2/10,$0.08 ,$0.30 ,$0.47 ,$0.43 ,$0.36 ,387.50%
Potatoes,2008/2/10,$1.24 ,$5.08 ,$3.99 ,$3.99 ,$5.99 ,284.07%
Broccoli Bunches,2008/2/3,$0.31 ,$1.47 ,$1.47 ,$1.59 ,$1.55 ,390.32%
Strawberries,2008/2/3,$2.89 ,$3.16 ,$4.12 ,$4.99 ,$4.99 ,49.31%
Broccoli Crowns,2008/2/3,$0.40 ,$1.86 ,$2.14 ,$1.97 ,$2.17 ,408.75%
Carrots,2008/2/3,$0.26 ,$0.90 ,$0.93 ,$0.69 ,$1.07 ,245.19%
Cauliflower,2008/2/3,$0.28 ,$1.12 ,$1.70 ,$1.82 ,$1.30 ,430.36%
Celery,2008/2/3,$0.32 ,$1.46 ,$1.72 ,$1.37 ,$1.87 ,401.56%
Green Leaf Lettuce,2008/2/3,$0.23 ,$1.24 ,$1.78 ,$1.09 ,$2.37 ,604.35%
Iceberg Lettuce,2008/2/3,$0.24 ,$1.31 ,$1.49 ,$1.67 ,$1.64 ,536.46%
Oranges,2008/2/3,$0.08 ,$0.29 ,$0.53 ,$0.39 ,$0.30 ,371.88%
Potatoes,2008/2/3,$1.23 ,$4.02 ,$3.96 ,$3.92 ,$0.00 ,141.87%
Red Leaf Lettuce,2008/2/3,$0.26 ,$1.24 ,$1.78 ,$1.09 ,$2.37 ,523.08%
Avocados,2008/2/3,$0.70 ,$1.39 ,$1.54 ,$1.97 ,$1.27 ,120.36%
Romaine Lettuce,2008/2/3,$0.24 ,$1.24 ,$1.78 ,$1.32 ,$1.99 ,559.38%
Cauliflower,2008/1/27,$0.39 ,$1.17 ,$1.70 ,$1.69 ,$1.50 ,288.46%
Celery,2008/1/27,$0.36 ,$1.36 ,$1.72 ,$1.47 ,$1.87 ,345.83%
Green Leaf Lettuce,2008/1/27,$0.22 ,$1.35 ,$1.78 ,$1.34 ,$2.37 ,677.27%
Iceberg Lettuce,2008/1/27,$0.28 ,$1.42 ,$1.49 ,$1.79 ,$1.64 ,466.07%
Oranges,2008/1/27,$0.08 ,$0.39 ,$0.55 ,$0.43 ,$0.30 ,421.88%
Potatoes,2008/1/27,$1.25 ,$4.78 ,$4.16 ,$3.92 ,$0.00 ,157.20%
Red Leaf Lettuce,2008/1/27,$0.29 ,$1.35 ,$1.78 ,$1.42 ,$2.37 ,496.55%
Avocados,2008/1/27,$0.73 ,$1.45 ,$1.55 ,$1.17 ,$1.82 ,105.14%
Romaine Lettuce,2008/1/27,$0.22 ,$1.44 ,$1.78 ,$1.43 ,$1.44 ,592.05%
Broccoli Bunches,2008/1/27,$0.46 ,$2.03 ,$1.41 ,$1.97 ,$1.66 ,284.24%
Strawberries,2008/1/27,$3.05 ,$3.99 ,$4.37 ,$5.32 ,$4.49 ,48.93%
Broccoli Crowns,2008/1/27,$0.54 ,$1.64 ,$1.59 ,$1.84 ,$1.99 ,226.85%
Carrots,2008/1/27,$0.26 ,$0.90 ,$0.93 ,$0.69 ,$1.12 ,250.00%
Green Leaf Lettuce,2008/1/20,$0.27 ,$1.16 ,$1.78 ,$1.40 ,$2.37 ,521.30%
Iceberg Lettuce,2008/1/20,$0.35 ,$1.34 ,$1.49 ,$1.64 ,$1.59 ,332.86%
Oranges,2008/1/20,$0.08 ,$0.39 ,$0.49 ,$0.35 ,$0.29 ,375.00%
Potatoes,2008/1/20,$1.24 ,$3.99 ,$4.16 ,$3.94 ,$3.99 ,224.19%
Red Leaf Lettuce,2008/1/20,$0.34 ,$1.26 ,$1.78 ,$1.40 ,$2.37 ,400.74%
Avocados,2008/1/20,$0.74 ,$1.25 ,$1.83 ,$1.75 ,$1.50 ,113.85%
Romaine Lettuce,2008/1/20,$0.24 ,$1.26 ,$1.78 ,$1.45 ,$1.62 ,536.46%
Broccoli Bunches,2008/1/20,$0.48 ,$1.79 ,$1.31 ,$1.94 ,$1.87 ,259.90%
Strawberries,2008/1/20,$3.41 ,$3.33 ,$4.49 ,$5.49 ,$4.66 ,31.74%
Broccoli Crowns,2008/1/20,$0.57 ,$1.89 ,$1.73 ,$2.27 ,$1.57 ,227.19%
Carrots,2008/1/20,$0.26 ,$0.87 ,$0.93 ,$0.76 ,$1.17 ,258.65%
Cauliflower,2008/1/20,$0.46 ,$1.02 ,$1.51 ,$1.60 ,$1.55 ,208.70%
Celery,2008/1/20,$0.36 ,$1.46 ,$1.72 ,$1.49 ,$1.87 ,354.17%
Oranges,2008/1/13,$0.08 ,$0.37 ,$0.46 ,$0.39 ,$0.30 ,375.00%
Potatoes,2008/1/13,$1.24 ,$4.85 ,$3.37 ,$3.82 ,$4.99 ,243.35%
Red Leaf Lettuce,2008/1/13,$0.41 ,$1.37 ,$1.78 ,$1.36 ,$2.49 ,326.83%
Romaine Lettuce,2008/1/13,$0.25 ,$1.38 ,$1.78 ,$1.42 ,$1.57 ,515.00%
Broccoli Bunches,2008/1/13,$0.39 ,$1.67 ,$1.47 ,$2.09 ,$2.22 ,377.56%
Strawberries,2008/1/13,$3.19 ,$3.37 ,$3.50 ,$5.37 ,$2.75 ,17.48%
Broccoli Crowns,2008/1/13,$0.46 ,$1.99 ,$2.22 ,$2.02 ,$2.24 ,360.33%
Carrots,2008/1/13,$0.26 ,$0.91 ,$0.93 ,$0.74 ,$1.04 ,248.08%
Cauliflower,2008/1/13,$0.37 ,$1.27 ,$1.70 ,$1.79 ,$1.22 ,304.05%
Celery,2008/1/13,$0.43 ,$1.41 ,$1.72 ,$1.49 ,$1.79 ,272.67%
Green Leaf Lettuce,2008/1/13,$0.34 ,$1.27 ,$1.78 ,$1.36 ,$2.24 ,388.97%
Iceberg Lettuce,2008/1/13,$0.30 ,$1.26 ,$1.74 ,$1.79 ,$1.72 ,442.50%
Strawberries,2008/1/6,$3.30 ,$2.24 ,$3.24 ,$5.37 ,$3.62 ,9.62%
Red Leaf Lettuce,2008/1/6,$0.47 ,$1.30 ,$1.73 ,$1.40 ,$2.17 ,251.06%
Romaine Lettuce,2008/1/6,$0.34 ,$1.39 ,$1.73 ,$1.51 ,$1.62 ,359.56%
Broccoli Bunches,2008/1/6,$0.63 ,$1.86 ,$1.31 ,$1.82 ,$2.28 ,188.49%
Broccoli Crowns,2008/1/6,$0.75 ,$1.69 ,$1.71 ,$2.17 ,$1.49 ,135.33%
Carrots,2008/1/6,$0.26 ,$0.89 ,$0.93 ,$0.76 ,$1.07 ,250.96%
Cauliflower,2008/1/6,$0.63 ,$1.22 ,$1.57 ,$2.12 ,$1.40 ,150.40%
Celery,2008/1/6,$0.57 ,$1.09 ,$1.37 ,$1.49 ,$1.87 ,155.26%
Green Leaf Lettuce,2008/1/6,$0.45 ,$1.30 ,$1.73 ,$1.40 ,$2.17 ,266.67%
Iceberg Lettuce,2008/1/6,$0.40 ,$1.36 ,$1.54 ,$1.67 ,$1.67 ,290.00%
Oranges,2008/1/6,$0.08 ,$0.35 ,$0.41 ,$0.33 ,$0.35 ,350.00%
Potatoes,2008/1/6,$1.20 ,$4.83 ,$3.96 ,$3.92 ,$5.99 ,289.58%
Broccoli Bunches,2007/12/30,$0.59 ,$1.77 ,$1.47 ,$1.72 ,$1.86 ,188.98%
Strawberries,2007/12/30,$2.61 ,$3.36 ,$3.99 ,$4.99 ,$4.24 ,58.81%
Broccoli Crowns,2007/12/30,$0.76 ,$1.96 ,$1.39 ,$1.83 ,$1.72 ,126.97%
Tomatoes,2007/12/30,$0.85 ,$2.24 ,$3.19 ,$3.74 ,$2.84 ,253.24%
Carrots,2007/12/30,$0.26 ,$0.88 ,$0.93 ,$0.76 ,$1.07 ,250.00%
Cauliflower,2007/12/30,$0.76 ,$1.31 ,$1.10 ,$1.97 ,$1.30 ,86.84%
Celery,2007/12/30,$0.46 ,$1.39 ,$1.76 ,$1.27 ,$1.87 ,241.85%
Green Leaf Lettuce,2007/12/30,$0.31 ,$1.37 ,$1.91 ,$1.34 ,$2.37 ,463.71%
Iceberg Lettuce,2007/12/30,$0.35 ,$1.49 ,$1.87 ,$1.82 ,$1.79 ,397.86%
Oranges,2007/12/30,$0.09 ,$0.46 ,$0.54 ,$0.33 ,$0.30 ,352.78%
Potatoes,2007/12/30,$1.18 ,$4.44 ,$4.16 ,$3.84 ,$2.99 ,226.91%
Red Leaf Lettuce,2007/12/30,$0.33 ,$1.32 ,$1.91 ,$1.34 ,$2.37 ,425.76%
Romaine Lettuce,2007/12/30,$0.29 ,$1.50 ,$1.91 ,$1.51 ,$1.57 ,459.48%
Cauliflower,2007/12/23,$0.67 ,$1.12 ,$1.22 ,$1.79 ,$1.30 ,102.61%
Celery,2007/12/23,$0.36 ,$1.19 ,$1.13 ,$1.44 ,$1.87 ,290.97%
Green Leaf Lettuce,2007/12/23,$0.26 ,$1.35 ,$1.78 ,$1.30 ,$2.12 ,529.81%
Iceberg Lettuce,2007/12/23,$0.27 ,$1.45 ,$1.43 ,$1.74 ,$1.32 ,450.00%
Oranges,2007/12/23,$0.09 ,$0.35 ,$0.42 ,$0.43 ,$0.29 ,313.89%
Potatoes,2007/12/23,$1.18 ,$4.39 ,$4.16 ,$3.87 ,$3.99 ,247.67%
Red Leaf Lettuce,2007/12/23,$0.27 ,$1.35 ,$1.78 ,$1.30 ,$2.12 ,506.48%
Romaine Lettuce,2007/12/23,$0.23 ,$1.48 ,$1.78 ,$1.45 ,$1.57 ,582.61%
Broccoli Bunches,2007/12/23,$0.49 ,$1.90 ,$0.81 ,$1.59 ,$1.97 ,219.90%
Strawberries,2007/12/23,$2.61 ,$3.49 ,$3.87 ,$5.24 ,$5.24 ,70.88%
Broccoli Crowns,2007/12/23,$0.61 ,$1.94 ,$1.89 ,$2.04 ,$1.37 ,196.72%
Tomatoes,2007/12/23,$0.98 ,$2.24 ,$2.69 ,$3.99 ,$3.34 ,212.76%
Carrots,2007/12/23,$0.26 ,$0.96 ,$0.93 ,$0.76 ,$1.19 ,269.23%
Green Leaf Lettuce,2007/12/16,$0.26 ,$1.53 ,$1.78 ,$1.30 ,$2.12 ,547.12%
Iceberg Lettuce,2007/12/16,$0.27 ,$1.50 ,$1.49 ,$1.69 ,$2.09 ,526.85%
Oranges,2007/12/16,$0.09 ,$0.40 ,$0.57 ,$0.47 ,$0.30 ,383.33%
Potatoes,2007/12/16,$1.17 ,$4.11 ,$3.49 ,$3.87 ,$0.00 ,145.09%
Red Leaf Lettuce,2007/12/16,$0.27 ,$1.53 ,$1.78 ,$1.30 ,$2.12 ,523.15%
Broccoli Bunches,2007/12/16,$0.44 ,$1.67 ,$0.64 ,$1.84 ,$1.66 ,230.11%
Romaine Lettuce,2007/12/16,$0.22 ,$1.62 ,$1.78 ,$1.43 ,$1.59 ,629.55%
Broccoli Crowns,2007/12/16,$0.53 ,$1.99 ,$1.89 ,$1.62 ,$1.56 ,233.02%
Strawberries,2007/12/16,$2.46 ,$4.11 ,$4.49 ,$4.99 ,$4.99 ,88.82%
Carrots,2007/12/16,$0.26 ,$0.87 ,$0.93 ,$0.74 ,$1.04 ,244.23%
Tomatoes,2007/12/16,$1.34 ,$2.14 ,$2.59 ,$3.74 ,$2.99 ,113.81%
Cauliflower,2007/12/16,$0.53 ,$1.12 ,$1.00 ,$1.42 ,$1.10 ,118.87%
Celery,2007/12/16,$0.34 ,$1.09 ,$1.59 ,$1.05 ,$1.67 ,297.06%
Flame Grapes,2007/12/16,$1.91 ,$3.15 ,$3.49 ,$3.62 ,$3.74 ,83.25%
Potatoes,2007/12/9,$1.17 ,$4.21 ,$3.97 ,$3.49 ,$4.49 ,245.30%
Red Leaf Lettuce,2007/12/9,$0.28 ,$1.30 ,$1.78 ,$1.24 ,$1.99 ,463.39%
Broccoli Bunches,2007/12/9,$0.45 ,$1.79 ,$1.43 ,$1.94 ,$1.76 ,284.44%
Romaine Lettuce,2007/12/9,$0.26 ,$1.32 ,$1.78 ,$1.47 ,$1.44 ,477.88%
Broccoli Crowns,2007/12/9,$0.52 ,$2.14 ,$1.58 ,$2.17 ,$1.87 ,273.08%
Strawberries,2007/12/9,$2.49 ,$3.79 ,$4.32 ,$4.87 ,$5.49 ,85.44%
Carrots,2007/12/9,$0.26 ,$0.81 ,$0.93 ,$0.76 ,$1.07 ,243.27%
Tomatoes,2007/12/9,$1.61 ,$2.14 ,$2.69 ,$3.39 ,$2.66 ,68.94%
Cauliflower,2007/12/9,$0.39 ,$1.12 ,$1.57 ,$1.79 ,$0.80 ,238.46%
Celery,2007/12/9,$0.35 ,$1.51 ,$1.35 ,$1.44 ,$1.87 ,340.71%
Flame Grapes,2007/12/9,$1.74 ,$2.74 ,$3.24 ,$3.87 ,$3.99 ,98.85%
Green Leaf Lettuce,2007/12/9,$0.27 ,$1.30 ,$1.78 ,$1.24 ,$1.99 ,484.26%
Iceberg Lettuce,2007/12/9,$0.34 ,$1.50 ,$1.66 ,$1.34 ,$1.67 ,353.68%
Oranges,2007/12/9,$0.10 ,$0.36 ,$0.52 ,$0.54 ,$0.35 ,342.50%
Carrots,2007/12/2,$0.26 ,$0.81 ,$0.93 ,$0.69 ,$1.07 ,236.54%
Tomatoes,2007/12/2,$1.26 ,$3.09 ,$2.29 ,$3.64 ,$2.74 ,133.33%
Cauliflower,2007/12/2,$0.36 ,$0.98 ,$1.57 ,$1.52 ,$1.20 ,265.97%
Celery,2007/12/2,$0.30 ,$1.38 ,$1.76 ,$1.42 ,$1.74 ,425.00%
Flame Grapes,2007/12/2,$1.56 ,$2.58 ,$2.69 ,$3.49 ,$3.99 ,104.33%
Green Leaf Lettuce,2007/12/2,$0.24 ,$1.30 ,$1.78 ,$1.24 ,$1.99 ,557.29%
Iceberg Lettuce,2007/12/2,$0.36 ,$1.52 ,$1.49 ,$1.72 ,$1.79 ,352.78%
Oranges,2007/12/2,$0.10 ,$0.42 ,$0.43 ,$0.47 ,$0.30 ,305.00%
Potatoes,2007/12/2,$1.18 ,$4.84 ,$4.16 ,$3.87 ,$0.00 ,172.67%
Red Leaf Lettuce,2007/12/2,$0.25 ,$1.30 ,$1.78 ,$1.24 ,$1.99 ,531.00%
Broccoli Bunches,2007/12/2,$0.41 ,$1.67 ,$1.63 ,$1.79 ,$1.97 ,330.49%
Romaine Lettuce,2007/12/2,$0.27 ,$1.32 ,$1.78 ,$1.42 ,$1.49 ,456.48%
Broccoli Crowns,2007/12/2,$0.48 ,$1.86 ,$2.09 ,$1.92 ,$1.99 ,309.38%
Strawberries,2007/12/2,$2.48 ,$4.24 ,$4.37 ,$4.59 ,$5.24 ,85.89%
Green Leaf Lettuce,2007/11/25,$0.23 ,$1.30 ,$1.78 ,$1.30 ,$1.87 ,579.35%
Honeydews,2007/11/25,$0.32 ,$1.14 ,$1.14 ,$1.52 ,$1.20 ,290.63%
Iceberg Lettuce,2007/11/25,$0.26 ,$1.32 ,$1.62 ,$1.79 ,$1.74 ,522.12%
Oranges,2007/11/25,$0.10 ,$0.37 ,$0.45 ,$0.29 ,$0.29 ,250.00%
Broccoli Bunches,2007/11/25,$0.28 ,$1.90 ,$1.31 ,$1.94 ,$2.08 ,545.54%
Potatoes,2007/11/25,$2.23 ,$4.76 ,$3.32 ,$3.87 ,$3.99 ,78.70%
Broccoli Crowns,2007/11/25,$0.33 ,$2.25 ,$1.56 ,$2.32 ,$1.99 ,515.15%
Red Leaf Lettuce,2007/11/25,$0.24 ,$1.30 ,$1.78 ,$1.30 ,$1.87 ,551.04%
Cantaloupe,2007/11/25,$0.56 ,$1.36 ,$1.31 ,$1.53 ,$1.78 ,166.96%
Romaine Lettuce,2007/11/25,$0.26 ,$1.32 ,$1.78 ,$1.49 ,$1.62 ,497.12%
Carrots,2007/11/25,$0.26 ,$0.81 ,$0.93 ,$0.69 ,$1.17 ,246.15%
Strawberries,2007/11/25,$2.23 ,$4.24 ,$4.37 ,$4.74 ,$4.74 ,102.80%
Cauliflower,2007/11/25,$0.24 ,$1.22 ,$1.20 ,$1.72 ,$1.15 ,451.04%
Tomatoes,2007/11/25,$1.07 ,$2.39 ,$2.69 ,$0.00 ,$2.49 ,76.87%
Celery,2007/11/25,$0.27 ,$1.26 ,$1.76 ,$1.44 ,$1.99 ,497.22%
Flame Grapes,2007/11/25,$1.46 ,$2.54 ,$2.74 ,$3.33 ,$3.62 ,109.42%
Romaine Lettuce,2007/11/18,$0.29 ,$1.32 ,$1.86 ,$1.51 ,$1.57 ,439.66%
Strawberries,2007/11/18,$1.99 ,$4.24 ,$4.24 ,$4.99 ,$4.24 ,122.49%
Tomatoes,2007/11/18,$1.10 ,$2.24 ,$2.14 ,$2.99 ,$2.24 ,118.41%
Potatoes,2007/11/18,$1.14 ,$4.36 ,$3.32 ,$3.21 ,$0.00 ,138.82%
Red Leaf Lettuce,2007/11/18,$0.22 ,$1.30 ,$1.86 ,$1.30 ,$2.32 ,670.45%
Cantaloupe,2007/11/18,$0.68 ,$1.47 ,$1.26 ,$1.47 ,$1.17 ,97.43%
Carrots,2007/11/18,$0.26 ,$0.81 ,$0.93 ,$0.69 ,$1.04 ,233.65%
Cauliflower,2007/11/18,$0.18 ,$1.03 ,$1.12 ,$1.65 ,$1.27 ,604.17%
Celery,2007/11/18,$0.34 ,$1.09 ,$1.22 ,$0.86 ,$1.74 ,261.03%
Flame Grapes,2007/11/18,$1.37 ,$2.26 ,$2.26 ,$3.49 ,$3.12 ,103.10%
Green Leaf Lettuce,2007/11/18,$0.21 ,$1.30 ,$1.86 ,$1.30 ,$2.07 ,677.38%
Honeydews,2007/11/18,$0.32 ,$0.89 ,$0.85 ,$1.27 ,$1.14 ,224.22%
Iceberg Lettuce,2007/11/18,$0.35 ,$1.56 ,$1.49 ,$1.79 ,$1.84 ,377.14%
Oranges,2007/11/18,$0.10 ,$0.39 ,$0.52 ,$0.41 ,$0.30 ,305.00%
Broccoli Bunches,2007/11/18,$0.34 ,$1.64 ,$0.80 ,$2.02 ,$1.87 ,365.44%
Broccoli Crowns,2007/11/18,$0.38 ,$2.14 ,$1.77 ,$1.75 ,$1.50 ,371.05%
Honeydews,2007/11/11,$0.33 ,$1.08 ,$1.02 ,$1.44 ,$1.38 ,272.73%
Iceberg Lettuce,2007/11/11,$0.37 ,$1.45 ,$1.54 ,$1.89 ,$1.74 ,347.30%
Oranges,2007/11/11,$0.10 ,$0.25 ,$0.41 ,$0.43 ,$0.39 ,270.00%
Broccoli Bunches,2007/11/11,$0.51 ,$1.71 ,$1.10 ,$2.09 ,$1.97 ,236.76%
Potatoes,2007/11/11,$1.10 ,$3.85 ,$3.49 ,$3.21 ,$5.99 ,275.91%
Broccoli Crowns,2007/11/11,$0.58 ,$2.18 ,$1.52 ,$1.75 ,$1.83 ,213.79%
Red Leaf Lettuce,2007/11/11,$0.23 ,$1.29 ,$1.78 ,$1.30 ,$2.12 ,605.43%
Cantaloupe,2007/11/11,$0.61 ,$1.39 ,$1.17 ,$1.39 ,$1.45 ,121.31%
Romaine Lettuce,2007/11/11,$0.38 ,$1.31 ,$1.78 ,$1.47 ,$1.57 ,303.29%
Carrots,2007/11/11,$0.26 ,$0.79 ,$0.93 ,$0.76 ,$0.99 ,233.65%
Strawberries,2007/11/11,$1.81 ,$3.99 ,$3.75 ,$4.74 ,$3.99 ,127.49%
Cauliflower,2007/11/11,$0.20 ,$1.17 ,$0.95 ,$1.57 ,$1.07 ,495.00%
Thompson Grapes,2007/11/11,$1.31 ,$3.54 ,$2.44 ,$3.24 ,$3.99 ,152.10%
Celery,2007/11/11,$0.44 ,$1.31 ,$1.16 ,$0.90 ,$1.74 ,190.34%
Tomatoes,2007/11/11,$0.97 ,$2.94 ,$2.52 ,$2.99 ,$1.99 ,169.07%
Flame Grapes,2007/11/11,$1.23 ,$2.26 ,$2.12 ,$3.24 ,$2.99 ,115.65%
Green Leaf Lettuce,2007/11/11,$0.23 ,$1.35 ,$1.78 ,$1.30 ,$2.12 ,611.96%
Carrots,2007/11/4,$0.26 ,$0.79 ,$0.93 ,$0.74 ,$1.07 ,239.42%
Strawberries,2007/11/4,$1.60 ,$3.74 ,$3.87 ,$4.22 ,$4.12 ,149.22%
Cauliflower,2007/11/4,$0.30 ,$1.22 ,$1.57 ,$1.53 ,$1.15 ,355.83%
Thompson Grapes,2007/11/4,$1.31 ,$2.52 ,$2.57 ,$2.99 ,$3.87 ,128.05%
Celery,2007/11/4,$0.47 ,$1.43 ,$1.76 ,$1.37 ,$1.79 ,237.77%
Flame Grapes,2007/11/4,$1.13 ,$2.07 ,$2.29 ,$2.87 ,$2.49 ,115.04%
Green Leaf Lettuce,2007/11/4,$0.22 ,$1.35 ,$1.81 ,$1.17 ,$2.24 ,646.59%
Honeydews,2007/11/4,$0.27 ,$1.15 ,$0.97 ,$1.42 ,$1.38 ,355.56%
Iceberg Lettuce,2007/11/4,$0.34 ,$1.45 ,$1.49 ,$1.74 ,$2.24 ,408.82%
Oranges,2007/11/4,$0.10 ,$0.36 ,$0.50 ,$0.29 ,$0.39 ,285.00%
Broccoli Bunches,2007/11/4,$0.65 ,$1.98 ,$1.47 ,$1.79 ,$1.76 ,169.23%
Potatoes,2007/11/4,$1.03 ,$4.96 ,$3.99 ,$3.94 ,$0.00 ,212.86%
Broccoli Crowns,2007/11/4,$0.81 ,$2.11 ,$1.77 ,$1.99 ,$1.99 ,142.59%
Red Leaf Lettuce,2007/11/4,$0.22 ,$1.29 ,$1.81 ,$1.18 ,$2.24 ,640.91%
Cantaloupe,2007/11/4,$0.50 ,$1.22 ,$1.07 ,$1.32 ,$1.31 ,146.00%
Romaine Lettuce,2007/11/4,$0.50 ,$1.31 ,$1.81 ,$1.26 ,$1.69 ,203.50%
Iceberg Lettuce,2007/10/28,$0.40 ,$1.51 ,$1.64 ,$1.74 ,$2.42 ,356.88%
Oranges,2007/10/28,$0.11 ,$0.50 ,$0.60 ,$0.52 ,$0.53 ,388.64%
Broccoli Bunches,2007/10/28,$0.65 ,$1.82 ,$1.36 ,$2.04 ,$1.58 ,161.54%
Potatoes,2007/10/28,$1.00 ,$4.73 ,$3.82 ,$3.37 ,$4.49 ,310.25%
Broccoli Crowns,2007/10/28,$0.82 ,$1.86 ,$1.82 ,$2.17 ,$1.86 ,135.06%
Red Leaf Lettuce,2007/10/28,$0.22 ,$1.27 ,$1.78 ,$1.30 ,$1.60 ,576.14%
Cantaloupe,2007/10/28,$0.52 ,$1.30 ,$1.17 ,$1.61 ,$1.22 ,154.81%
Romaine Lettuce,2007/10/28,$0.33 ,$1.27 ,$1.78 ,$1.47 ,$1.92 ,387.88%
Carrots,2007/10/28,$0.26 ,$0.84 ,$0.93 ,$0.69 ,$1.19 ,250.96%
Strawberries,2007/10/28,$1.77 ,$3.24 ,$3.49 ,$4.37 ,$3.37 ,104.38%
Cauliflower,2007/10/28,$0.43 ,$1.07 ,$1.39 ,$1.77 ,$1.23 ,217.44%
Thompson Grapes,2007/10/28,$1.01 ,$2.71 ,$2.49 ,$2.99 ,$2.87 ,173.76%
Celery,2007/10/28,$0.40 ,$1.41 ,$1.66 ,$1.27 ,$1.72 ,278.75%
Tomatoes,2007/10/28,$0.67 ,$0.00 ,$2.34 ,$2.99 ,$1.99 ,173.13%
Flame Grapes,2007/10/28,$1.07 ,$2.71 ,$2.12 ,$2.46 ,$2.25 ,122.90%
Green Leaf Lettuce,2007/10/28,$0.22 ,$1.32 ,$1.78 ,$1.30 ,$1.60 ,581.82%
Honeydews,2007/10/28,$0.36 ,$0.81 ,$0.98 ,$1.56 ,$1.32 ,224.31%
Celery,2007/10/21,$0.35 ,$1.41 ,$1.57 ,$1.46 ,$1.62 ,332.86%
Tomatoes,2007/10/21,$0.66 ,$2.39 ,$2.03 ,$2.99 ,$1.99 ,256.06%
Flame Grapes,2007/10/21,$1.03 ,$2.01 ,$2.17 ,$2.37 ,$1.99 ,107.28%
Green Leaf Lettuce,2007/10/21,$0.24 ,$1.35 ,$1.81 ,$1.35 ,$1.99 ,577.08%
