Dataset Name,Column 1,Column 2,Pearson Correlation Coefficient,Spearman Correlation Coefficient,Kendall Correlation Coefficient,question,difficulty
Pokedex Dataset,Attack,Height_m,"{""coefficient"": 0.40859, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.59144, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.43359, ""conclusion"": ""Not strongly correlated""}",Do changes in Attack relate to changes in Height_m?,easy
Pokedex Dataset,Attack,Height_m,"{""coefficient"": 0.40859, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.59144, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.43359, ""conclusion"": ""Not strongly correlated""}",Are variations in Attack associated with variations in Height_m?,easy
Pokedex Dataset,Attack,Height_m,"{""coefficient"": 0.40859, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.59144, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.43359, ""conclusion"": ""Not strongly correlated""}",Are Attack and Height_m correlated with each other in a linear manner?,easy
Pokedex Dataset,Attack,Height_m,"{""coefficient"": 0.40859, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.59144, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.43359, ""conclusion"": ""Not strongly correlated""}",Is the connection between Attack and Height_m strong?,easy
Pokedex Dataset,Attack,Weight_kg,"{""coefficient"": 0.46939, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.57774, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.41612, ""conclusion"": ""Not strongly correlated""}",Are Attack and Weight_kg correlated with each other in a linear manner?,easy
Pokedex Dataset,Attack,Weight_kg,"{""coefficient"": 0.46939, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.57774, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.41612, ""conclusion"": ""Not strongly correlated""}",How strong is the correlation between Attack and Weight_kg?,easy
Pokedex Dataset,Attack,Weight_kg,"{""coefficient"": 0.46939, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.57774, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.41612, ""conclusion"": ""Not strongly correlated""}",Is there a correlation between Attack and Weight_kg?,easy
Pokedex Dataset,Attack,Weight_kg,"{""coefficient"": 0.46939, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.57774, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.41612, ""conclusion"": ""Not strongly correlated""}",Is there a direct relationship between Attack and Weight_kg?,easy
Pokedex Dataset,Attack,Weight_kg,"{""coefficient"": 0.46939, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.57774, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.41612, ""conclusion"": ""Not strongly correlated""}",How closely do Attack and Weight_kg follow a straight-line relationship?,easy
Pokedex Dataset,Attack,Catch_Rate,"{""coefficient"": -0.52511, ""conclusion"": ""Strongly correlated""}","{""coefficient"": -0.51484, ""conclusion"": ""Strongly correlated""}","{""coefficient"": -0.38032, ""conclusion"": ""Not strongly correlated""}",Do changes in Attack relate to changes in Catch_Rate?,easy
Pokedex Dataset,Attack,Catch_Rate,"{""coefficient"": -0.52511, ""conclusion"": ""Strongly correlated""}","{""coefficient"": -0.51484, ""conclusion"": ""Strongly correlated""}","{""coefficient"": -0.38032, ""conclusion"": ""Not strongly correlated""}",Is there a linear relationship between Attack and Catch_Rate?,easy
Pokedex Dataset,Attack,Catch_Rate,"{""coefficient"": -0.52511, ""conclusion"": ""Strongly correlated""}","{""coefficient"": -0.51484, ""conclusion"": ""Strongly correlated""}","{""coefficient"": -0.38032, ""conclusion"": ""Not strongly correlated""}",Are variations in Attack associated with variations in Catch_Rate?,easy
Pokedex Dataset,Attack,Catch_Rate,"{""coefficient"": -0.52511, ""conclusion"": ""Strongly correlated""}","{""coefficient"": -0.51484, ""conclusion"": ""Strongly correlated""}","{""coefficient"": -0.38032, ""conclusion"": ""Not strongly correlated""}",Do patterns observed in Attack similarly appear in Catch_Rate?,easy
Pokedex Dataset,Attack,Catch_Rate,"{""coefficient"": -0.52511, ""conclusion"": ""Strongly correlated""}","{""coefficient"": -0.51484, ""conclusion"": ""Strongly correlated""}","{""coefficient"": -0.38032, ""conclusion"": ""Not strongly correlated""}",Is the relationship between Attack and Catch_Rate consistent?,easy
Pokedex Dataset,Defense,Sp_Def,"{""coefficient"": 0.48399, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.54627, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.42626, ""conclusion"": ""Not strongly correlated""}",Are movements in Defense reflected similarly in Sp_Def?,easy
Pokedex Dataset,Defense,Sp_Def,"{""coefficient"": 0.48399, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.54627, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.42626, ""conclusion"": ""Not strongly correlated""}",Is there a correlation between Defense and Sp_Def?,easy
Pokedex Dataset,Defense,Sp_Def,"{""coefficient"": 0.48399, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.54627, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.42626, ""conclusion"": ""Not strongly correlated""}",Are there any correlations between Defense and Sp_Def over time?,easy
Pokedex Dataset,Defense,Sp_Def,"{""coefficient"": 0.48399, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.54627, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.42626, ""conclusion"": ""Not strongly correlated""}",Do Defense and Sp_Def show any linear correlation?,easy
Pokedex Dataset,Defense,Sp_Def,"{""coefficient"": 0.48399, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.54627, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.42626, ""conclusion"": ""Not strongly correlated""}",How strong is the correlation between Defense and Sp_Def?,easy
Pokedex Dataset,Defense,Weight_kg,"{""coefficient"": 0.47698, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.53341, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.38894, ""conclusion"": ""Not strongly correlated""}",How consistent is the relationship between Defense and Weight_kg?,easy
Pokedex Dataset,Defense,Weight_kg,"{""coefficient"": 0.47698, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.53341, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.38894, ""conclusion"": ""Not strongly correlated""}",How strong is the correlation between Defense and Weight_kg?,easy
Pokedex Dataset,Defense,Weight_kg,"{""coefficient"": 0.47698, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.53341, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.38894, ""conclusion"": ""Not strongly correlated""}",Are Defense and Weight_kg related in any way?,easy
Pokedex Dataset,Defense,Weight_kg,"{""coefficient"": 0.47698, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.53341, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.38894, ""conclusion"": ""Not strongly correlated""}",Are movements in Defense reflected similarly in Weight_kg?,easy
Pokedex Dataset,Defense,Weight_kg,"{""coefficient"": 0.47698, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.53341, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.38894, ""conclusion"": ""Not strongly correlated""}",Is there a direct relationship between Defense and Weight_kg?,easy
Pokedex Dataset,Sp_Atk,Sp_Def,"{""coefficient"": 0.49286, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.56125, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.41518, ""conclusion"": ""Not strongly correlated""}",Do patterns observed in Sp_Atk similarly appear in Sp_Def?,easy
Pokedex Dataset,Sp_Atk,Sp_Def,"{""coefficient"": 0.49286, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.56125, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.41518, ""conclusion"": ""Not strongly correlated""}",Do Sp_Atk and Sp_Def show any linear correlation?,easy
Pokedex Dataset,Sp_Atk,Sp_Def,"{""coefficient"": 0.49286, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.56125, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.41518, ""conclusion"": ""Not strongly correlated""}",Do changes in Sp_Atk relate to changes in Sp_Def?,easy
Pokedex Dataset,Sp_Atk,Sp_Def,"{""coefficient"": 0.49286, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.56125, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.41518, ""conclusion"": ""Not strongly correlated""}",Are movements in Sp_Atk reflected similarly in Sp_Def?,easy
Pokedex Dataset,Sp_Atk,Sp_Def,"{""coefficient"": 0.49286, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.56125, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.41518, ""conclusion"": ""Not strongly correlated""}",How does the direction of change in Sp_Atk relate to Sp_Def?,easy
Pokedex Dataset,Sp_Atk,Catch_Rate,"{""coefficient"": -0.53911, ""conclusion"": ""Strongly correlated""}","{""coefficient"": -0.52959, ""conclusion"": ""Strongly correlated""}","{""coefficient"": -0.39946, ""conclusion"": ""Not strongly correlated""}",Do patterns observed in Sp_Atk similarly appear in Catch_Rate?,easy
Pokedex Dataset,Sp_Atk,Catch_Rate,"{""coefficient"": -0.53911, ""conclusion"": ""Strongly correlated""}","{""coefficient"": -0.52959, ""conclusion"": ""Strongly correlated""}","{""coefficient"": -0.39946, ""conclusion"": ""Not strongly correlated""}",Are movements in Sp_Atk reflected similarly in Catch_Rate?,easy
Pokedex Dataset,Sp_Atk,Catch_Rate,"{""coefficient"": -0.53911, ""conclusion"": ""Strongly correlated""}","{""coefficient"": -0.52959, ""conclusion"": ""Strongly correlated""}","{""coefficient"": -0.39946, ""conclusion"": ""Not strongly correlated""}",Is the relationship between Sp_Atk and Catch_Rate consistent?,easy
Pokedex Dataset,Sp_Atk,Catch_Rate,"{""coefficient"": -0.53911, ""conclusion"": ""Strongly correlated""}","{""coefficient"": -0.52959, ""conclusion"": ""Strongly correlated""}","{""coefficient"": -0.39946, ""conclusion"": ""Not strongly correlated""}",Is the connection between Sp_Atk and Catch_Rate strong?,easy
Pokedex Dataset,Sp_Atk,Catch_Rate,"{""coefficient"": -0.53911, ""conclusion"": ""Strongly correlated""}","{""coefficient"": -0.52959, ""conclusion"": ""Strongly correlated""}","{""coefficient"": -0.39946, ""conclusion"": ""Not strongly correlated""}",Do Sp_Atk and Catch_Rate show any linear correlation?,easy
Pokedex Dataset,Sp_Def,Height_m,"{""coefficient"": 0.3132, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.51189, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.37272, ""conclusion"": ""Not strongly correlated""}",Are movements in Sp_Def reflected similarly in Height_m?,easy
Pokedex Dataset,Sp_Def,Height_m,"{""coefficient"": 0.3132, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.51189, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.37272, ""conclusion"": ""Not strongly correlated""}",Are there any correlations between Sp_Def and Height_m over time?,easy
Pokedex Dataset,Sp_Def,Height_m,"{""coefficient"": 0.3132, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.51189, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.37272, ""conclusion"": ""Not strongly correlated""}",Is the connection between Sp_Def and Height_m strong?,easy
Pokedex Dataset,Sp_Def,Height_m,"{""coefficient"": 0.3132, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.51189, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.37272, ""conclusion"": ""Not strongly correlated""}",Is there a direct relationship between Sp_Def and Height_m?,easy
Pokedex Dataset,Sp_Def,Height_m,"{""coefficient"": 0.3132, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.51189, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.37272, ""conclusion"": ""Not strongly correlated""}",Is the relationship between Sp_Def and Height_m consistent?,easy
Pokedex Dataset,Sp_Def,Catch_Rate,"{""coefficient"": -0.51301, ""conclusion"": ""Strongly correlated""}","{""coefficient"": -0.5466, ""conclusion"": ""Strongly correlated""}","{""coefficient"": -0.41121, ""conclusion"": ""Not strongly correlated""}",Do patterns observed in Sp_Def similarly appear in Catch_Rate?,easy
Pokedex Dataset,Sp_Def,Catch_Rate,"{""coefficient"": -0.51301, ""conclusion"": ""Strongly correlated""}","{""coefficient"": -0.5466, ""conclusion"": ""Strongly correlated""}","{""coefficient"": -0.41121, ""conclusion"": ""Not strongly correlated""}",Are movements in Sp_Def reflected similarly in Catch_Rate?,easy
Pokedex Dataset,Sp_Def,Catch_Rate,"{""coefficient"": -0.51301, ""conclusion"": ""Strongly correlated""}","{""coefficient"": -0.5466, ""conclusion"": ""Strongly correlated""}","{""coefficient"": -0.41121, ""conclusion"": ""Not strongly correlated""}",Is there a direct relationship between Sp_Def and Catch_Rate?,easy
Pokedex Dataset,Sp_Def,Catch_Rate,"{""coefficient"": -0.51301, ""conclusion"": ""Strongly correlated""}","{""coefficient"": -0.5466, ""conclusion"": ""Strongly correlated""}","{""coefficient"": -0.41121, ""conclusion"": ""Not strongly correlated""}",Is the relationship between Sp_Def and Catch_Rate consistent?,easy
Pokedex Dataset,Sp_Def,Catch_Rate,"{""coefficient"": -0.51301, ""conclusion"": ""Strongly correlated""}","{""coefficient"": -0.5466, ""conclusion"": ""Strongly correlated""}","{""coefficient"": -0.41121, ""conclusion"": ""Not strongly correlated""}",How consistent is the relationship between Sp_Def and Catch_Rate?,easy
Pokedex Dataset,Height_m,Weight_kg,"{""coefficient"": 0.66134, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.83604, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.68341, ""conclusion"": ""Strongly correlated""}",Is there a linear relationship between Height_m and Weight_kg?,easy
Pokedex Dataset,Height_m,Weight_kg,"{""coefficient"": 0.66134, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.83604, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.68341, ""conclusion"": ""Strongly correlated""}",Do Height_m and Weight_kg show any linear correlation?,easy
Pokedex Dataset,Height_m,Weight_kg,"{""coefficient"": 0.66134, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.83604, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.68341, ""conclusion"": ""Strongly correlated""}",Is there a direct relationship between Height_m and Weight_kg?,easy
Pokedex Dataset,Height_m,Weight_kg,"{""coefficient"": 0.66134, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.83604, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.68341, ""conclusion"": ""Strongly correlated""}",How consistent is the relationship between Height_m and Weight_kg?,easy
Pokedex Dataset,Height_m,Weight_kg,"{""coefficient"": 0.66134, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.83604, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.68341, ""conclusion"": ""Strongly correlated""}",Are there any correlations between Height_m and Weight_kg over time?,easy
