Dataset Name,Column,Method,Results,question,difficulty
Netflix TV Shows and Movies Scores Dataset in IMDB,imdb_votes,Kurtosis,"{""conclusion"": ""202.17161""}",Could you determine the extent of peaked for imdb_votes?,easy
Obesity or CVD Risk Dataset,Gender,Mode,"{""conclusion"": ""Male""}",What is the most frequent value in Gender?,easy
Obesity or CVD Risk Dataset,Gender,Mode,"{""conclusion"": ""Male""}",How to calculate the mode of Gender?,easy
Obesity or CVD Risk Dataset,Age,Mean,"{""conclusion"": ""24.3126""}",What's the mean value of Age?,easy
Obesity or CVD Risk Dataset,Age,Mean,"{""conclusion"": ""24.3126""}",Can you tell me the average number in Age?,easy
Obesity or CVD Risk Dataset,Age,Median,"{""conclusion"": ""22.77789""}",How do I find the median for Age?,easy
Obesity or CVD Risk Dataset,Age,Median,"{""conclusion"": ""22.77789""}",What number represents the median of Age?,easy
Obesity or CVD Risk Dataset,Age,Range,"{""conclusion"": ""47.0""}",Can you calculate the total span of Age?,easy
Obesity or CVD Risk Dataset,Age,Range,"{""conclusion"": ""47.0""}",How wide is the range of values in Age?,easy
Obesity or CVD Risk Dataset,Age,Quartile,"{""conclusion"": ""\""{'Min': 14.0, 'Q1': 19.947192, 'Median': 22.77789, 'Q3': 26.0, 'Max': 61.0}\""""}",How do the values in Age spread in terms of quartiles?,easy
Obesity or CVD Risk Dataset,Age,Quartile,"{""conclusion"": ""\""{'Min': 14.0, 'Q1': 19.947192, 'Median': 22.77789, 'Q3': 26.0, 'Max': 61.0}\""""}",Can you calculate the quartiles for Age?,easy
Obesity or CVD Risk Dataset,Age,Standard Deviation,"{""conclusion"": ""6.34447""}",Can you determine the dispersion in Age using standard deviation?,easy
Obesity or CVD Risk Dataset,Age,Standard Deviation,"{""conclusion"": ""6.34447""}","What is the variance measure for Age, as indicated by its standard deviation?",easy
Obesity or CVD Risk Dataset,Age,Skewness,"{""conclusion"": ""1.5291""}",What is the skewness value for Age?,easy
Obesity or CVD Risk Dataset,Age,Skewness,"{""conclusion"": ""1.5291""}",Does Age show any skewness in its distribution?,easy
Obesity or CVD Risk Dataset,Age,Kurtosis,"{""conclusion"": ""2.82639""}",Could you determine the extent of peaked for Age?,easy
Obesity or CVD Risk Dataset,Age,Kurtosis,"{""conclusion"": ""2.82639""}",Can you calculate the kurtosis for Age?,easy
Obesity or CVD Risk Dataset,Height,Mean,"{""conclusion"": ""1.70168""}",Can you tell me the average number in Height?,easy
Obesity or CVD Risk Dataset,Height,Mean,"{""conclusion"": ""1.70168""}",Could you determine the average amount in Height?,easy
Obesity or CVD Risk Dataset,Height,Median,"{""conclusion"": ""1.7005""}",What falls in the middle of Height?,easy
Obesity or CVD Risk Dataset,Height,Median,"{""conclusion"": ""1.7005""}",How to compute the median of Height?,easy
Obesity or CVD Risk Dataset,Height,Range,"{""conclusion"": ""0.53""}",Could you tell me the distance from the smallest to the largest value in Height?,easy
Obesity or CVD Risk Dataset,Height,Range,"{""conclusion"": ""0.53""}",Can you determine the range covered by Height?,easy
Obesity or CVD Risk Dataset,Height,Quartile,"{""conclusion"": ""\""{'Min': 1.45, 'Q1': 1.63, 'Median': 1.700499, 'Q3': 1.768464, 'Max': 1.98}\""""}",Can you calculate the quartiles for Height?,easy
Obesity or CVD Risk Dataset,Height,Quartile,"{""conclusion"": ""\""{'Min': 1.45, 'Q1': 1.63, 'Median': 1.700499, 'Q3': 1.768464, 'Max': 1.98}\""""}",What's the quartile distribution for the data in Height?,easy
Obesity or CVD Risk Dataset,Height,Standard Deviation,"{""conclusion"": ""0.09328""}",Can you determine the dispersion in Height using standard deviation?,easy
Obesity or CVD Risk Dataset,Height,Standard Deviation,"{""conclusion"": ""0.09328""}","How spread out are the values in Height, in terms of standard deviation?",easy
Obesity or CVD Risk Dataset,Height,Skewness,"{""conclusion"": ""-0.01285""}",Is Height positively or negatively skewed?,easy
Obesity or CVD Risk Dataset,Height,Skewness,"{""conclusion"": ""-0.01285""}",What is the skewness value for Height?,easy
Obesity or CVD Risk Dataset,Height,Kurtosis,"{""conclusion"": ""-0.56295""}",How peaked is the distribution of Height?,easy
Obesity or CVD Risk Dataset,Height,Kurtosis,"{""conclusion"": ""-0.56295""}",What is the degree of peaked for Height?,easy
Obesity or CVD Risk Dataset,Weight,Mean,"{""conclusion"": ""86.58606""}",Can you calculate the mean for Weight?,easy
Obesity or CVD Risk Dataset,Weight,Mean,"{""conclusion"": ""86.58606""}",What's the mean value of Weight?,easy
Obesity or CVD Risk Dataset,Weight,Median,"{""conclusion"": ""83.0""}",Could you determine the median figure of Weight?,easy
Obesity or CVD Risk Dataset,Weight,Median,"{""conclusion"": ""83.0""}",Can you calculate the median of Weight?,easy
Obesity or CVD Risk Dataset,Weight,Range,"{""conclusion"": ""134.0""}",How broad is the scope of Weight values?,easy
Obesity or CVD Risk Dataset,Weight,Range,"{""conclusion"": ""134.0""}",How wide is the range of values in Weight?,easy
Obesity or CVD Risk Dataset,Weight,Quartile,"{""conclusion"": ""\""{'Min': 39.0, 'Q1': 65.473343, 'Median': 83.0, 'Q3': 107.430682, 'Max': 173.0}\""""}",What's the quartile distribution for the data in Weight?,easy
Obesity or CVD Risk Dataset,Weight,Quartile,"{""conclusion"": ""\""{'Min': 39.0, 'Q1': 65.473343, 'Median': 83.0, 'Q3': 107.430682, 'Max': 173.0}\""""}",How are the data in Weight distributed across quartiles?,easy
Obesity or CVD Risk Dataset,Weight,Standard Deviation,"{""conclusion"": ""26.18497""}",Could you provide the standard deviation for the dataset in Weight?,easy
Obesity or CVD Risk Dataset,Weight,Standard Deviation,"{""conclusion"": ""26.18497""}",What is the measure of standard variability for Weight?,easy
Obesity or CVD Risk Dataset,Weight,Skewness,"{""conclusion"": ""0.25541""}",How skewed is the distribution of Weight?,easy
Obesity or CVD Risk Dataset,Weight,Skewness,"{""conclusion"": ""0.25541""}",Is Weight positively or negatively skewed?,easy
Obesity or CVD Risk Dataset,Weight,Kurtosis,"{""conclusion"": ""-0.6999""}",What is the degree of peaked for Weight?,easy
Obesity or CVD Risk Dataset,Weight,Kurtosis,"{""conclusion"": ""-0.6999""}",Could you determine the extent of peaked for Weight?,easy
Obesity or CVD Risk Dataset,family_history_with_overweight,Mode,"{""conclusion"": ""yes""}",Can you find the mode of family_history_with_overweight?,easy
Obesity or CVD Risk Dataset,family_history_with_overweight,Mode,"{""conclusion"": ""yes""}",What appears most often in family_history_with_overweight?,easy
Obesity or CVD Risk Dataset,FAVC,Mode,"{""conclusion"": ""yes""}",What appears most often in FAVC?,easy
Obesity or CVD Risk Dataset,FAVC,Mode,"{""conclusion"": ""yes""}",What is the most frequent value in FAVC?,easy
Obesity or CVD Risk Dataset,FCVC,Mean,"{""conclusion"": ""2.41904""}",Can you calculate the mean for FCVC?,easy
Obesity or CVD Risk Dataset,FCVC,Mean,"{""conclusion"": ""2.41904""}",What is the average of the FCVC values?,easy
Obesity or CVD Risk Dataset,FCVC,Median,"{""conclusion"": ""2.3855""}",Can you tell me the median value in FCVC?,easy
Obesity or CVD Risk Dataset,FCVC,Median,"{""conclusion"": ""2.3855""}",Can you find out what the median is in FCVC?,easy
Obesity or CVD Risk Dataset,FCVC,Range,"{""conclusion"": ""2.0""}",Can you determine the range covered by FCVC?,easy
Obesity or CVD Risk Dataset,FCVC,Range,"{""conclusion"": ""2.0""}",How broad is the scope of FCVC values?,easy
Obesity or CVD Risk Dataset,FCVC,Quartile,"{""conclusion"": ""\""{'Min': 1.0, 'Q1': 2.0, 'Median': 2.385502, 'Q3': 3.0, 'Max': 3.0}\""""}",How do the values in FCVC spread in terms of quartiles?,easy
Obesity or CVD Risk Dataset,FCVC,Quartile,"{""conclusion"": ""\""{'Min': 1.0, 'Q1': 2.0, 'Median': 2.385502, 'Q3': 3.0, 'Max': 3.0}\""""}",Could you find the quartile divisions in FCVC?,easy
Obesity or CVD Risk Dataset,FCVC,Standard Deviation,"{""conclusion"": ""0.5338""}",Could you provide the standard deviation for the dataset in FCVC?,easy
Obesity or CVD Risk Dataset,FCVC,Standard Deviation,"{""conclusion"": ""0.5338""}","How spread out are the values in FCVC, in terms of standard deviation?",easy
Obesity or CVD Risk Dataset,FCVC,Skewness,"{""conclusion"": ""-0.43291""}",What is the skewness value for FCVC?,easy
Obesity or CVD Risk Dataset,FCVC,Skewness,"{""conclusion"": ""-0.43291""}",Does FCVC show any skewness in its distribution?,easy
Obesity or CVD Risk Dataset,FCVC,Kurtosis,"{""conclusion"": ""-0.63755""}",What is the level of kurtosis in FCVC?,easy
Obesity or CVD Risk Dataset,FCVC,Kurtosis,"{""conclusion"": ""-0.63755""}",How peaked is the distribution of FCVC?,easy
Obesity or CVD Risk Dataset,NCP,Mean,"{""conclusion"": ""2.68563""}",How do you find the average in NCP?,easy
Obesity or CVD Risk Dataset,NCP,Mean,"{""conclusion"": ""2.68563""}",Can you tell me the average number in NCP?,easy
Obesity or CVD Risk Dataset,NCP,Median,"{""conclusion"": ""3.0""}",Could you determine the median figure of NCP?,easy
Obesity or CVD Risk Dataset,NCP,Median,"{""conclusion"": ""3.0""}",What is the middle value in NCP?,easy
Obesity or CVD Risk Dataset,NCP,Range,"{""conclusion"": ""3.0""}",How broad is the scope of NCP values?,easy
Obesity or CVD Risk Dataset,NCP,Range,"{""conclusion"": ""3.0""}",How wide is the range of values in NCP?,easy
Obesity or CVD Risk Dataset,NCP,Quartile,"{""conclusion"": ""\""{'Min': 1.0, 'Q1': 2.658738, 'Median': 3.0, 'Q3': 3.0, 'Max': 4.0}\""""}",How are the data in NCP distributed across quartiles?,easy
Obesity or CVD Risk Dataset,NCP,Quartile,"{""conclusion"": ""\""{'Min': 1.0, 'Q1': 2.658738, 'Median': 3.0, 'Q3': 3.0, 'Max': 4.0}\""""}",What's the quartile distribution for the data in NCP?,easy
Obesity or CVD Risk Dataset,NCP,Standard Deviation,"{""conclusion"": ""0.77785""}",What is the measure of standard variability for NCP?,easy
Obesity or CVD Risk Dataset,NCP,Standard Deviation,"{""conclusion"": ""0.77785""}","How spread out are the values in NCP, in terms of standard deviation?",easy
Obesity or CVD Risk Dataset,NCP,Skewness,"{""conclusion"": ""-1.1071""}",How does the asymmetry of NCP?,easy
Obesity or CVD Risk Dataset,NCP,Skewness,"{""conclusion"": ""-1.1071""}",Is NCP positively or negatively skewed?,easy
Obesity or CVD Risk Dataset,NCP,Kurtosis,"{""conclusion"": ""0.38553""}",How peaked is the distribution of NCP?,easy
Obesity or CVD Risk Dataset,NCP,Kurtosis,"{""conclusion"": ""0.38553""}",What is the level of kurtosis in NCP?,easy
Obesity or CVD Risk Dataset,CAEC,Mode,"{""conclusion"": ""Sometimes""}",Which value occurs the most in CAEC?,easy
Obesity or CVD Risk Dataset,CAEC,Mode,"{""conclusion"": ""Sometimes""}",Can you tell me the most repeated value in CAEC?,easy
Obesity or CVD Risk Dataset,SMOKE,Mode,"{""conclusion"": ""no""}",What is the most frequent value in SMOKE?,easy
Obesity or CVD Risk Dataset,SMOKE,Mode,"{""conclusion"": ""no""}",Can you find the mode of SMOKE?,easy
Obesity or CVD Risk Dataset,CH2O,Mean,"{""conclusion"": ""2.00801""}",Can you calculate the mean for CH2O?,easy
Obesity or CVD Risk Dataset,CH2O,Mean,"{""conclusion"": ""2.00801""}",Can you tell me the average number in CH2O?,easy
Obesity or CVD Risk Dataset,CH2O,Median,"{""conclusion"": ""2.0""}",How do I find the median for CH2O?,easy
Obesity or CVD Risk Dataset,CH2O,Median,"{""conclusion"": ""2.0""}",Can you find out what the median is in CH2O?,easy
Obesity or CVD Risk Dataset,CH2O,Range,"{""conclusion"": ""2.0""}",What's the extent of variation in CH2O?,easy
Obesity or CVD Risk Dataset,CH2O,Range,"{""conclusion"": ""2.0""}",Could you find the full spread of CH2O?,easy
Obesity or CVD Risk Dataset,CH2O,Quartile,"{""conclusion"": ""\""{'Min': 1.0, 'Q1': 1.5848125, 'Median': 2.0, 'Q3': 2.47742, 'Max': 3.0}\""""}",Can you calculate the quartiles for CH2O?,easy
Obesity or CVD Risk Dataset,CH2O,Quartile,"{""conclusion"": ""\""{'Min': 1.0, 'Q1': 1.5848125, 'Median': 2.0, 'Q3': 2.47742, 'Max': 3.0}\""""}",How do the values in CH2O spread in terms of quartiles?,easy
Obesity or CVD Risk Dataset,CH2O,Standard Deviation,"{""conclusion"": ""0.61281""}",What's the level of spread in CH2O as indicated by its standard deviation?,easy
Obesity or CVD Risk Dataset,CH2O,Standard Deviation,"{""conclusion"": ""0.61281""}",Could you find the standard deviation value of CH2O?,easy
Obesity or CVD Risk Dataset,CH2O,Skewness,"{""conclusion"": ""-0.10491""}",How skewed is the distribution of CH2O?,easy
Obesity or CVD Risk Dataset,CH2O,Skewness,"{""conclusion"": ""-0.10491""}",Is CH2O positively or negatively skewed?,easy
Obesity or CVD Risk Dataset,CH2O,Kurtosis,"{""conclusion"": ""-0.87939""}",What is the degree of peaked for CH2O?,easy
Obesity or CVD Risk Dataset,CH2O,Kurtosis,"{""conclusion"": ""-0.87939""}",Can you calculate the kurtosis for CH2O?,easy
Obesity or CVD Risk Dataset,SCC,Mode,"{""conclusion"": ""no""}",What is the most frequent value in SCC?,easy
Obesity or CVD Risk Dataset,SCC,Mode,"{""conclusion"": ""no""}",Could you identify the mode value of SCC?,easy
Obesity or CVD Risk Dataset,FAF,Mean,"{""conclusion"": ""1.0103""}",How do you find the average in FAF?,easy
Obesity or CVD Risk Dataset,FAF,Mean,"{""conclusion"": ""1.0103""}",What's the mean value of FAF?,easy
Obesity or CVD Risk Dataset,FAF,Median,"{""conclusion"": ""1.0""}",Can you calculate the median of FAF?,easy
Obesity or CVD Risk Dataset,FAF,Median,"{""conclusion"": ""1.0""}",Can you find out what the median is in FAF?,easy
Obesity or CVD Risk Dataset,FAF,Range,"{""conclusion"": ""3.0""}",What is the difference between the maximum and minimum values in FAF?,easy
Obesity or CVD Risk Dataset,FAF,Range,"{""conclusion"": ""3.0""}",Could you tell me the distance from the smallest to the largest value in FAF?,easy
Obesity or CVD Risk Dataset,FAF,Quartile,"{""conclusion"": ""\""{'Min': 0.0, 'Q1': 0.124505, 'Median': 1.0, 'Q3': 1.6666775, 'Max': 3.0}\""""}",Could you show the quartile segmentation of FAF?,easy
Obesity or CVD Risk Dataset,FAF,Quartile,"{""conclusion"": ""\""{'Min': 0.0, 'Q1': 0.124505, 'Median': 1.0, 'Q3': 1.6666775, 'Max': 3.0}\""""}",How do the values in FAF spread in terms of quartiles?,easy
Obesity or CVD Risk Dataset,FAF,Standard Deviation,"{""conclusion"": ""0.85039""}",Can you determine the dispersion in FAF using standard deviation?,easy
Obesity or CVD Risk Dataset,FAF,Standard Deviation,"{""conclusion"": ""0.85039""}","What is the variance measure for FAF, as indicated by its standard deviation?",easy
Obesity or CVD Risk Dataset,FAF,Skewness,"{""conclusion"": ""0.49849""}",Can you determine the skewness level for FAF?,easy
Obesity or CVD Risk Dataset,FAF,Skewness,"{""conclusion"": ""0.49849""}",Does FAF show any skewness in its distribution?,easy
Obesity or CVD Risk Dataset,FAF,Kurtosis,"{""conclusion"": ""-0.62059""}",Does FAF have a high or low kurtosis?,easy
Obesity or CVD Risk Dataset,FAF,Kurtosis,"{""conclusion"": ""-0.62059""}",What is the level of kurtosis in FAF?,easy
Obesity or CVD Risk Dataset,TUE,Mean,"{""conclusion"": ""0.65787""}",Can you tell me the average number in TUE?,easy
Obesity or CVD Risk Dataset,TUE,Mean,"{""conclusion"": ""0.65787""}",How much is the average figure for TUE?,easy
Obesity or CVD Risk Dataset,TUE,Median,"{""conclusion"": ""0.62535""}",What falls in the middle of TUE?,easy
Obesity or CVD Risk Dataset,TUE,Median,"{""conclusion"": ""0.62535""}",What number represents the median of TUE?,easy
Obesity or CVD Risk Dataset,TUE,Range,"{""conclusion"": ""2.0""}",Could you find the full spread of TUE?,easy
Obesity or CVD Risk Dataset,TUE,Range,"{""conclusion"": ""2.0""}",Can you determine the range covered by TUE?,easy
Obesity or CVD Risk Dataset,TUE,Quartile,"{""conclusion"": ""\""{'Min': 0.0, 'Q1': 0.0, 'Median': 0.62535, 'Q3': 1.0, 'Max': 2.0}\""""}",How do the values in TUE spread in terms of quartiles?,easy
