Dataset Name,Column,Distribution,Kolmogorov-Smirnov Test,question,difficulty
Stroke Prediction Dataset,bmi,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is it possible for bmi data to have been drawn from a Exponential distribution?,easy
Stroke Prediction Dataset,bmi,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does bmi reflect the properties of a Exponential distribution?,easy
Stroke Prediction Dataset,bmi,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does it proper to model the data of bmi by a Exponential distribution?,easy
Stroke Prediction Dataset,age,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does age reflect the properties of a Uniform distribution?,easy
Stroke Prediction Dataset,age,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Can we confirm the Uniform distribution hypothesis for age?,easy
Stroke Prediction Dataset,age,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the distribution of data values in age consistent with a Uniform distribution?,easy
Stroke Prediction Dataset,avg_glucose_level,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does statistical analysis suggest a Uniform distribution of the avg_glucose_level data?,easy
Stroke Prediction Dataset,avg_glucose_level,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the Uniform distribution a suitable representation for the data in avg_glucose_level?,easy
Stroke Prediction Dataset,avg_glucose_level,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is avg_glucose_level demonstrating as Uniform distribution?Is the Uniform distribution a good fit for avg_glucose_level data?,easy
Stroke Prediction Dataset,bmi,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is it a Uniform distribution that bmi data follows?,easy
Stroke Prediction Dataset,bmi,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is bmi demonstrating as Uniform distribution?Is the Uniform distribution a good fit for bmi data?,easy
Stroke Prediction Dataset,bmi,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does the data distribution of bmi comply with the Uniform model?,easy
Stroke Prediction Dataset,age,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Do the data in age exhibit a Gamma distribution?,easy
Stroke Prediction Dataset,age,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does it proper to model the data of age by a Gamma distribution?,easy
Stroke Prediction Dataset,age,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is it a Gamma distribution that age data follows?,easy
Stroke Prediction Dataset,avg_glucose_level,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does statistical analysis suggest a Gamma distribution of the avg_glucose_level data?,easy
Stroke Prediction Dataset,avg_glucose_level,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Could the Gamma distribution serve as an accurate representation for avg_glucose_level data?,easy
Stroke Prediction Dataset,avg_glucose_level,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Whether the data of avg_glucose_level is subject to Gamma distribution?,easy
Stroke Prediction Dataset,bmi,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is it a Gamma distribution that bmi data follows?,easy
Stroke Prediction Dataset,bmi,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does bmi reflect the properties of a Gamma distribution?,easy
Stroke Prediction Dataset,bmi,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Whether the data of bmi is subject to Gamma distribution?,easy
Student Information and Grades Dataset,Student_Age,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}","Based on the statistical test, can we consider Student_Age to exhibit a Exponential distribution?",easy
Student Information and Grades Dataset,Student_Age,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the distribution of data values in Student_Age consistent with a Exponential distribution?,easy
Student Information and Grades Dataset,Student_Age,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does statistical analysis suggest a Exponential distribution of the Student_Age data?,easy
Student Information and Grades Dataset,Weekly_Study_Hours,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does Weekly_Study_Hours reflect the properties of a Exponential distribution?,easy
Student Information and Grades Dataset,Weekly_Study_Hours,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Can we confirm the Exponential distribution hypothesis for Weekly_Study_Hours?,easy
Student Information and Grades Dataset,Weekly_Study_Hours,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Could the Exponential distribution serve as an accurate representation for Weekly_Study_Hours data?,easy
Student Information and Grades Dataset,Student_Age,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does the pattern of Student_Age resemble a Uniform distribution?,easy
Student Information and Grades Dataset,Student_Age,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does Student_Age conform to a Uniform distribution?,easy
Student Information and Grades Dataset,Student_Age,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is it possible for Student_Age data to have been drawn from a Uniform distribution?,easy
Student Information and Grades Dataset,Weekly_Study_Hours,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Could the Uniform distribution serve as an accurate representation for Weekly_Study_Hours data?,easy
Student Information and Grades Dataset,Weekly_Study_Hours,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is Weekly_Study_Hours demonstrating as Uniform distribution?Is the Uniform distribution a good fit for Weekly_Study_Hours data?,easy
Student Information and Grades Dataset,Weekly_Study_Hours,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is it a Uniform distribution that Weekly_Study_Hours data follows?,easy
Student Information and Grades Dataset,Student_Age,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does Student_Age conform to a Gamma distribution?,easy
Student Information and Grades Dataset,Student_Age,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does statistical analysis suggest a Gamma distribution of the Student_Age data?,easy
Student Information and Grades Dataset,Student_Age,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the Gamma distribution a suitable representation for the data in Student_Age?,easy
Student Information and Grades Dataset,Weekly_Study_Hours,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the Gamma distribution a suitable representation for the data in Weekly_Study_Hours?,easy
Student Information and Grades Dataset,Weekly_Study_Hours,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Could it be proper to say that Weekly_Study_Hours data presents a Gamma distribution?,easy
Student Information and Grades Dataset,Weekly_Study_Hours,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Do the data in Weekly_Study_Hours exhibit a Gamma distribution?,easy
Student Performance Prediction Dataset,age,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does age reflect the properties of a Exponential distribution?,easy
Student Performance Prediction Dataset,age,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does statistical analysis suggest a Exponential distribution of the age data?,easy
Student Performance Prediction Dataset,age,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is it possible for age data to have been drawn from a Exponential distribution?,easy
Student Performance Prediction Dataset,Medu,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the Exponential distribution a suitable representation for the data in Medu?,easy
Student Performance Prediction Dataset,Medu,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Could the Exponential distribution serve as an accurate representation for Medu data?,easy
Student Performance Prediction Dataset,Medu,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does it proper to model the data of Medu by a Exponential distribution?,easy
Student Performance Prediction Dataset,Fedu,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does Fedu reflect the properties of a Exponential distribution?,easy
Student Performance Prediction Dataset,Fedu,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does the pattern of Fedu resemble a Exponential distribution?,easy
Student Performance Prediction Dataset,Fedu,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the observed distribution of Fedu similar to a Exponential distribution?,easy
Student Performance Prediction Dataset,traveltime,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does the pattern of traveltime resemble a Exponential distribution?,easy
Student Performance Prediction Dataset,traveltime,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Whether the data of traveltime is subject to Exponential distribution?,easy
Student Performance Prediction Dataset,traveltime,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does the data distribution of traveltime comply with the Exponential model?,easy
Student Performance Prediction Dataset,studytime,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Whether the data of studytime is subject to Exponential distribution?,easy
Student Performance Prediction Dataset,studytime,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does the data distribution of studytime comply with the Exponential model?,easy
Student Performance Prediction Dataset,studytime,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}","Based on the statistical test, can we consider studytime to exhibit a Exponential distribution?",easy
Student Performance Prediction Dataset,failures,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does it proper to model the data of failures by a Exponential distribution?,easy
Student Performance Prediction Dataset,failures,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does failures reflect the properties of a Exponential distribution?,easy
Student Performance Prediction Dataset,failures,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the observed distribution of failures similar to a Exponential distribution?,easy
Student Performance Prediction Dataset,famrel,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}","Based on the statistical test, can we consider famrel to exhibit a Exponential distribution?",easy
Student Performance Prediction Dataset,famrel,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the Exponential distribution a suitable representation for the data in famrel?,easy
Student Performance Prediction Dataset,famrel,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Whether the data of famrel is subject to Exponential distribution?,easy
Student Performance Prediction Dataset,freetime,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does statistical analysis suggest a Exponential distribution of the freetime data?,easy
Student Performance Prediction Dataset,freetime,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the Exponential distribution a suitable representation for the data in freetime?,easy
Student Performance Prediction Dataset,freetime,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the distribution of data values in freetime consistent with a Exponential distribution?,easy
Student Performance Prediction Dataset,goout,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}","Based on the statistical test, can we consider goout to exhibit a Exponential distribution?",easy
Student Performance Prediction Dataset,goout,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Could the Exponential distribution serve as an accurate representation for goout data?,easy
Student Performance Prediction Dataset,goout,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Whether the data of goout is subject to Exponential distribution?,easy
Student Performance Prediction Dataset,Dalc,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does Dalc reflect the properties of a Exponential distribution?,easy
Student Performance Prediction Dataset,Dalc,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does it proper to model the data of Dalc by a Exponential distribution?,easy
Student Performance Prediction Dataset,Dalc,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the distribution of data values in Dalc consistent with a Exponential distribution?,easy
Student Performance Prediction Dataset,Walc,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the Exponential distribution a suitable representation for the data in Walc?,easy
Student Performance Prediction Dataset,Walc,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does it proper to model the data of Walc by a Exponential distribution?,easy
Student Performance Prediction Dataset,Walc,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Could the Exponential distribution serve as an accurate representation for Walc data?,easy
Student Performance Prediction Dataset,health,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Could the Exponential distribution serve as an accurate representation for health data?,easy
Student Performance Prediction Dataset,health,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Do the data in health exhibit a Exponential distribution?,easy
Student Performance Prediction Dataset,health,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does it proper to model the data of health by a Exponential distribution?,easy
Student Performance Prediction Dataset,absences,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does absences reflect the properties of a Exponential distribution?,easy
Student Performance Prediction Dataset,absences,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is it possible for absences data to have been drawn from a Exponential distribution?,easy
