Dataset Name,Column 1,Column 2,Pearson Correlation Coefficient,Spearman Correlation Coefficient,Kendall Correlation Coefficient,question,difficulty
Obesity or CVD Risk Dataset,CH2O,TUE,"{""coefficient"": 0.01197, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.02316, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.01493, ""conclusion"": ""Not strongly correlated""}",How consistent is the relationship between CH2O and TUE?,easy
Obesity or CVD Risk Dataset,CH2O,TUE,"{""coefficient"": 0.01197, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.02316, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.01493, ""conclusion"": ""Not strongly correlated""}",Do CH2O and TUE show any linear correlation?,easy
Obesity or CVD Risk Dataset,CH2O,TUE,"{""coefficient"": 0.01197, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.02316, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.01493, ""conclusion"": ""Not strongly correlated""}",How does the direction of change in CH2O relate to TUE?,easy
Obesity or CVD Risk Dataset,FAF,TUE,"{""coefficient"": 0.05856, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.05063, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.03985, ""conclusion"": ""Not strongly correlated""}",Do FAF and TUE show any linear correlation?,easy
Obesity or CVD Risk Dataset,FAF,TUE,"{""coefficient"": 0.05856, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.05063, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.03985, ""conclusion"": ""Not strongly correlated""}",Are FAF and TUE correlated with each other in a linear manner?,easy
Obesity or CVD Risk Dataset,FAF,TUE,"{""coefficient"": 0.05856, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.05063, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.03985, ""conclusion"": ""Not strongly correlated""}",How consistent is the relationship between FAF and TUE?,easy
Obesity or CVD Risk Dataset,FAF,TUE,"{""coefficient"": 0.05856, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.05063, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.03985, ""conclusion"": ""Not strongly correlated""}",Are FAF and TUE related in any way?,easy
Obesity or CVD Risk Dataset,FAF,TUE,"{""coefficient"": 0.05856, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.05063, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.03985, ""conclusion"": ""Not strongly correlated""}",Are variations in FAF associated with variations in TUE?,easy
Pokedex Dataset,Total,Pr_Male,"{""coefficient"": 0.11356, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.15062, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.1192, ""conclusion"": ""Not strongly correlated""}",Are Total and Pr_Male related in any way?,easy
Pokedex Dataset,Total,Pr_Male,"{""coefficient"": 0.11356, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.15062, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.1192, ""conclusion"": ""Not strongly correlated""}",Is the relationship between Total and Pr_Male consistent?,easy
Pokedex Dataset,Total,Pr_Male,"{""coefficient"": 0.11356, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.15062, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.1192, ""conclusion"": ""Not strongly correlated""}",Is there a correlation between Total and Pr_Male?,easy
Pokedex Dataset,Total,Pr_Male,"{""coefficient"": 0.11356, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.15062, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.1192, ""conclusion"": ""Not strongly correlated""}",Are there any correlations between Total and Pr_Male over time?,easy
Pokedex Dataset,Total,Pr_Male,"{""coefficient"": 0.11356, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.15062, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.1192, ""conclusion"": ""Not strongly correlated""}",Is there a linear relationship between Total and Pr_Male?,easy
Pokedex Dataset,HP,Defense,"{""coefficient"": 0.22883, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.44053, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.33196, ""conclusion"": ""Not strongly correlated""}",Is the relationship between HP and Defense consistent?,easy
Pokedex Dataset,HP,Defense,"{""coefficient"": 0.22883, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.44053, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.33196, ""conclusion"": ""Not strongly correlated""}",Is there a correlation between HP and Defense?,easy
Pokedex Dataset,HP,Defense,"{""coefficient"": 0.22883, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.44053, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.33196, ""conclusion"": ""Not strongly correlated""}",Are movements in HP reflected similarly in Defense?,easy
Pokedex Dataset,HP,Defense,"{""coefficient"": 0.22883, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.44053, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.33196, ""conclusion"": ""Not strongly correlated""}",Is the connection between HP and Defense strong?,easy
Pokedex Dataset,HP,Defense,"{""coefficient"": 0.22883, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.44053, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.33196, ""conclusion"": ""Not strongly correlated""}",Are HP and Defense correlated with each other in a linear manner?,easy
Pokedex Dataset,HP,Sp_Atk,"{""coefficient"": 0.36864, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.47199, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.3397, ""conclusion"": ""Not strongly correlated""}",Do changes in HP relate to changes in Sp_Atk?,easy
Pokedex Dataset,HP,Sp_Atk,"{""coefficient"": 0.36864, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.47199, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.3397, ""conclusion"": ""Not strongly correlated""}",Is the relationship between HP and Sp_Atk consistent?,easy
Pokedex Dataset,HP,Sp_Atk,"{""coefficient"": 0.36864, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.47199, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.3397, ""conclusion"": ""Not strongly correlated""}",Are variations in HP associated with variations in Sp_Atk?,easy
Pokedex Dataset,HP,Sp_Atk,"{""coefficient"": 0.36864, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.47199, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.3397, ""conclusion"": ""Not strongly correlated""}",Are HP and Sp_Atk related in any way?,easy
Pokedex Dataset,HP,Sp_Atk,"{""coefficient"": 0.36864, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.47199, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.3397, ""conclusion"": ""Not strongly correlated""}",Is there a direct relationship between HP and Sp_Atk?,easy
Pokedex Dataset,HP,Speed,"{""coefficient"": 0.17003, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.25895, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.17618, ""conclusion"": ""Not strongly correlated""}",Is there a linear relationship between HP and Speed?,easy
Pokedex Dataset,HP,Speed,"{""coefficient"": 0.17003, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.25895, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.17618, ""conclusion"": ""Not strongly correlated""}",Is the relationship between HP and Speed consistent?,easy
Pokedex Dataset,HP,Speed,"{""coefficient"": 0.17003, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.25895, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.17618, ""conclusion"": ""Not strongly correlated""}",How closely do HP and Speed follow a straight-line relationship?,easy
Pokedex Dataset,HP,Speed,"{""coefficient"": 0.17003, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.25895, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.17618, ""conclusion"": ""Not strongly correlated""}",Do changes in HP relate to changes in Speed?,easy
Pokedex Dataset,HP,Speed,"{""coefficient"": 0.17003, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.25895, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.17618, ""conclusion"": ""Not strongly correlated""}",Is there a direct relationship between HP and Speed?,easy
Pokedex Dataset,HP,Pr_Male,"{""coefficient"": -0.0667, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.00187, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.00137, ""conclusion"": ""Not strongly correlated""}",Do patterns observed in HP similarly appear in Pr_Male?,easy
Pokedex Dataset,HP,Pr_Male,"{""coefficient"": -0.0667, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.00187, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.00137, ""conclusion"": ""Not strongly correlated""}",How consistent is the relationship between HP and Pr_Male?,easy
Pokedex Dataset,HP,Pr_Male,"{""coefficient"": -0.0667, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.00187, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.00137, ""conclusion"": ""Not strongly correlated""}",Is there a linear relationship between HP and Pr_Male?,easy
Pokedex Dataset,HP,Pr_Male,"{""coefficient"": -0.0667, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.00187, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.00137, ""conclusion"": ""Not strongly correlated""}",Are HP and Pr_Male correlated with each other in a linear manner?,easy
Pokedex Dataset,HP,Pr_Male,"{""coefficient"": -0.0667, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.00187, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.00137, ""conclusion"": ""Not strongly correlated""}",Are variations in HP associated with variations in Pr_Male?,easy
Pokedex Dataset,Attack,Sp_Atk,"{""coefficient"": 0.3352, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.32558, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.23093, ""conclusion"": ""Not strongly correlated""}",How does the direction of change in Attack relate to Sp_Atk?,easy
Pokedex Dataset,Attack,Sp_Atk,"{""coefficient"": 0.3352, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.32558, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.23093, ""conclusion"": ""Not strongly correlated""}",Do changes in Attack relate to changes in Sp_Atk?,easy
Pokedex Dataset,Attack,Sp_Atk,"{""coefficient"": 0.3352, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.32558, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.23093, ""conclusion"": ""Not strongly correlated""}",Are there any correlations between Attack and Sp_Atk over time?,easy
Pokedex Dataset,Attack,Sp_Atk,"{""coefficient"": 0.3352, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.32558, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.23093, ""conclusion"": ""Not strongly correlated""}",How strong is the correlation between Attack and Sp_Atk?,easy
Pokedex Dataset,Attack,Sp_Atk,"{""coefficient"": 0.3352, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.32558, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.23093, ""conclusion"": ""Not strongly correlated""}",How consistent is the relationship between Attack and Sp_Atk?,easy
Pokedex Dataset,Attack,Sp_Def,"{""coefficient"": 0.20721, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.28099, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.193, ""conclusion"": ""Not strongly correlated""}",Is there a correlation between Attack and Sp_Def?,easy
Pokedex Dataset,Attack,Sp_Def,"{""coefficient"": 0.20721, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.28099, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.193, ""conclusion"": ""Not strongly correlated""}",Are variations in Attack associated with variations in Sp_Def?,easy
Pokedex Dataset,Attack,Sp_Def,"{""coefficient"": 0.20721, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.28099, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.193, ""conclusion"": ""Not strongly correlated""}",How consistent is the relationship between Attack and Sp_Def?,easy
Pokedex Dataset,Attack,Sp_Def,"{""coefficient"": 0.20721, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.28099, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.193, ""conclusion"": ""Not strongly correlated""}",How strong is the correlation between Attack and Sp_Def?,easy
Pokedex Dataset,Attack,Sp_Def,"{""coefficient"": 0.20721, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.28099, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.193, ""conclusion"": ""Not strongly correlated""}",Is the relationship between Attack and Sp_Def consistent?,easy
Pokedex Dataset,Attack,Speed,"{""coefficient"": 0.33501, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.33828, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.23371, ""conclusion"": ""Not strongly correlated""}",How consistent is the relationship between Attack and Speed?,easy
Pokedex Dataset,Attack,Speed,"{""coefficient"": 0.33501, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.33828, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.23371, ""conclusion"": ""Not strongly correlated""}",How do changes in Attack correlate with changes in Speed?,easy
Pokedex Dataset,Attack,Speed,"{""coefficient"": 0.33501, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.33828, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.23371, ""conclusion"": ""Not strongly correlated""}",Do changes in Attack relate to changes in Speed?,easy
Pokedex Dataset,Attack,Speed,"{""coefficient"": 0.33501, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.33828, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.23371, ""conclusion"": ""Not strongly correlated""}",Do patterns observed in Attack similarly appear in Speed?,easy
Pokedex Dataset,Attack,Speed,"{""coefficient"": 0.33501, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.33828, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.23371, ""conclusion"": ""Not strongly correlated""}",Are Attack and Speed related in any way?,easy
Pokedex Dataset,Attack,Pr_Male,"{""coefficient"": 0.21388, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.20218, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.16016, ""conclusion"": ""Not strongly correlated""}",Is the relationship between Attack and Pr_Male consistent?,easy
Pokedex Dataset,Attack,Pr_Male,"{""coefficient"": 0.21388, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.20218, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.16016, ""conclusion"": ""Not strongly correlated""}",How does the direction of change in Attack relate to Pr_Male?,easy
Pokedex Dataset,Attack,Pr_Male,"{""coefficient"": 0.21388, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.20218, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.16016, ""conclusion"": ""Not strongly correlated""}",Is there a correlation between Attack and Pr_Male?,easy
Pokedex Dataset,Attack,Pr_Male,"{""coefficient"": 0.21388, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.20218, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.16016, ""conclusion"": ""Not strongly correlated""}",How do changes in Attack correlate with changes in Pr_Male?,easy
