Dataset Name,Column 1,Column 2,Kolmogorov-Smirnov Test,question,difficulty
Pokedex Dataset,Pr_Male,Catch_Rate,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Can we infer distributional equivalence of Pr_Male and Catch_Rate?,medium
Pokedex Dataset,Pr_Male,Catch_Rate,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How do the cumulative distributions of Pr_Male and Catch_Rate compare?,medium
Pokedex Dataset,Pr_Male,Catch_Rate,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How to assess the alignment of distributions in Pr_Male and Catch_Rate?,medium
Pokedex Dataset,Height_m,Weight_kg,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the data distributions in Height_m and Weight_kg statistically indistinguishable?,medium
Pokedex Dataset,Height_m,Weight_kg,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Is there a notable discrepancy in the distribution frequency of Height_m versus Weight_kg?,medium
Pokedex Dataset,Height_m,Weight_kg,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How similar are the distribution of Height_m and Weight_kg?,medium
Pokedex Dataset,Height_m,Catch_Rate,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the distributions of Height_m and Catch_Rate similar?,medium
Pokedex Dataset,Height_m,Catch_Rate,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the distributions of Height_m and Catch_Rate closely aligned?,medium
Pokedex Dataset,Height_m,Catch_Rate,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Is there a notable discrepancy in the distribution frequency of Height_m versus Catch_Rate?,medium
Pokedex Dataset,Weight_kg,Catch_Rate,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Can we infer distributional equivalence of Weight_kg and Catch_Rate?,medium
Pokedex Dataset,Weight_kg,Catch_Rate,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Is there a notable discrepancy in the distribution frequency of Weight_kg versus Catch_Rate?,medium
Pokedex Dataset,Weight_kg,Catch_Rate,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the distributions of Weight_kg and Catch_Rate similar?,medium
Real Estate Valuation Dataset,X2 house age,X3 distance to the nearest MRT station,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",What is the extent of distributional similarity of X2 house age and X3 distance to the nearest MRT station?,medium
Real Estate Valuation Dataset,X2 house age,X3 distance to the nearest MRT station,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are there observable differences in the distribution shapes of X2 house age and X3 distance to the nearest MRT station?,medium
Real Estate Valuation Dataset,X2 house age,X3 distance to the nearest MRT station,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Is there a notable discrepancy in the distribution frequency of X2 house age versus X3 distance to the nearest MRT station?,medium
Real Estate Valuation Dataset,X2 house age,X4 number of convenience stores,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are there observable differences in the distribution shapes of X2 house age and X4 number of convenience stores?,medium
Real Estate Valuation Dataset,X2 house age,X4 number of convenience stores,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the data distributions in X2 house age and X4 number of convenience stores statistically indistinguishable?,medium
Real Estate Valuation Dataset,X2 house age,X4 number of convenience stores,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Do X2 house age and X4 number of convenience stores follow the similar distribution curve?,medium
Real Estate Valuation Dataset,X2 house age,Y house price of unit area,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How to assess the alignment of distributions in X2 house age and Y house price of unit area?,medium
Real Estate Valuation Dataset,X2 house age,Y house price of unit area,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Is there a notable discrepancy in the distribution frequency of X2 house age versus Y house price of unit area?,medium
Real Estate Valuation Dataset,X2 house age,Y house price of unit area,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Do X2 house age and Y house price of unit area follow the similar distribution curve?,medium
Real Estate Valuation Dataset,X3 distance to the nearest MRT station,X4 number of convenience stores,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Can the Kolmogorov-Smirnov test reveal any disparities between the distributions of X3 distance to the nearest MRT station and X4 number of convenience stores?,medium
Real Estate Valuation Dataset,X3 distance to the nearest MRT station,X4 number of convenience stores,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Do the distribution profiles of X3 distance to the nearest MRT station and X4 number of convenience stores differ significantly?,medium
Real Estate Valuation Dataset,X3 distance to the nearest MRT station,X4 number of convenience stores,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Is there a statistically significant difference in the data distribution of X3 distance to the nearest MRT station compared to X4 number of convenience stores?,medium
Real Estate Valuation Dataset,X3 distance to the nearest MRT station,Y house price of unit area,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the data distributions in X3 distance to the nearest MRT station and Y house price of unit area statistically indistinguishable?,medium
Real Estate Valuation Dataset,X3 distance to the nearest MRT station,Y house price of unit area,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the distributions of X3 distance to the nearest MRT station and Y house price of unit area closely aligned?,medium
Real Estate Valuation Dataset,X3 distance to the nearest MRT station,Y house price of unit area,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Can we infer distributional equivalence of X3 distance to the nearest MRT station and Y house price of unit area?,medium
Real Estate Valuation Dataset,X4 number of convenience stores,Y house price of unit area,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Is there a notable discrepancy in the distribution frequency of X4 number of convenience stores versus Y house price of unit area?,medium
Real Estate Valuation Dataset,X4 number of convenience stores,Y house price of unit area,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the distributions of X4 number of convenience stores and Y house price of unit area closely aligned?,medium
Real Estate Valuation Dataset,X4 number of convenience stores,Y house price of unit area,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Do X4 number of convenience stores and Y house price of unit area follow the similar distribution curve?,medium
Salary Dataset by Job Title and Country,Age,Years of Experience,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",What is the extent of distributional similarity of Age and Years of Experience?,medium
Salary Dataset by Job Title and Country,Age,Years of Experience,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How to assess the alignment of distributions in Age and Years of Experience?,medium
Salary Dataset by Job Title and Country,Age,Years of Experience,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How similar are the distribution of Age and Years of Experience?,medium
Salary Dataset by Job Title and Country,Age,Salary,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the distributions of Age and Salary closely aligned?,medium
Salary Dataset by Job Title and Country,Age,Salary,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Can the Kolmogorov-Smirnov test reveal any disparities between the distributions of Age and Salary?,medium
Salary Dataset by Job Title and Country,Age,Salary,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are there observable differences in the distribution shapes of Age and Salary?,medium
Salary Dataset by Job Title and Country,Years of Experience,Salary,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",What is the extent of distributional similarity of Years of Experience and Salary?,medium
Salary Dataset by Job Title and Country,Years of Experience,Salary,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the data distributions in Years of Experience and Salary statistically indistinguishable?,medium
Salary Dataset by Job Title and Country,Years of Experience,Salary,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the distributions of Years of Experience and Salary closely aligned?,medium
Stroke Prediction Dataset,age,avg_glucose_level,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the distributions of age and avg_glucose_level similar?,medium
Stroke Prediction Dataset,age,avg_glucose_level,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Do age and avg_glucose_level follow the similar distribution curve?,medium
Stroke Prediction Dataset,age,avg_glucose_level,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are there observable differences in the distribution shapes of age and avg_glucose_level?,medium
Stroke Prediction Dataset,age,bmi,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Is there a notable discrepancy in the distribution frequency of age versus bmi?,medium
Stroke Prediction Dataset,age,bmi,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the data distributions in age and bmi statistically indistinguishable?,medium
Stroke Prediction Dataset,age,bmi,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Is there a statistically significant difference in the data distribution of age compared to bmi?,medium
Stroke Prediction Dataset,avg_glucose_level,bmi,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Is there a statistically significant difference in the data distribution of avg_glucose_level compared to bmi?,medium
Stroke Prediction Dataset,avg_glucose_level,bmi,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How similar are the distribution of avg_glucose_level and bmi?,medium
Stroke Prediction Dataset,avg_glucose_level,bmi,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Can the Kolmogorov-Smirnov test reveal any disparities between the distributions of avg_glucose_level and bmi?,medium
Student Information and Grades Dataset,Student_Age,Weekly_Study_Hours,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the distributions of Student_Age and Weekly_Study_Hours closely aligned?,medium
Student Information and Grades Dataset,Student_Age,Weekly_Study_Hours,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the distributions of Student_Age and Weekly_Study_Hours similar?,medium
Student Information and Grades Dataset,Student_Age,Weekly_Study_Hours,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",What is the extent of distributional similarity of Student_Age and Weekly_Study_Hours?,medium
Student Performance Prediction Dataset,age,Medu,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are there observable differences in the distribution shapes of age and Medu?,medium
Student Performance Prediction Dataset,age,Medu,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Is there a statistically significant difference in the data distribution of age compared to Medu?,medium
Student Performance Prediction Dataset,age,Medu,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Can we infer distributional equivalence of age and Medu?,medium
Student Performance Prediction Dataset,age,Fedu,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Do the distribution profiles of age and Fedu differ significantly?,medium
Student Performance Prediction Dataset,age,Fedu,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",What is the extent of distributional similarity of age and Fedu?,medium
Student Performance Prediction Dataset,age,Fedu,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the data distributions in age and Fedu statistically indistinguishable?,medium
Student Performance Prediction Dataset,age,traveltime,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How similar are the distribution of age and traveltime?,medium
