index,Rank,Game Title,Platform,Year,Genre,Publisher,North America,Europe,Japan,Rest of World,Global,Review
1186,1187,Disney Princess: Magical Jewels,DS,2007.0,Adventure,Disney Interactive Studios,1.02,0.15,0.0,0.11,1.27,52.0
1187,1188,Castlevania: Symphony of the Night,PS,1997.0,Platform,Konami Digital Entertainment,0.5799999999999998,0.4,0.21,0.08,1.27,89.58
1188,1189,LEGO Batman: The Videogame,PS2,2008.0,Adventure,Activision,0.72,0.42,0.0,0.13,1.27,83.0
1189,1190,Road Rash,PS,1995.0,Racing,Electronic Arts,0.71,0.48,0.0,0.08,1.27,79.0
1190,1191,Tony Hawk's Underground,XB,2003.0,Sports,Activision,0.85,0.37,0.0,0.05,1.27,86.0
1191,1192,Hogan's Alley,NES,1984.0,Shooter,Nintendo,0.68,0.16,0.41,0.02,1.27,76.0
1192,1193,Xevious,NES,1984.0,Shooter,Namco Bandai Games,0.0,0.0,1.27,0.0,1.27,68.0
1193,1194,Burnout Paradise,X360,2008.0,Racing,Electronic Arts,0.59,0.53,0.01,0.14,1.27,88.36
1194,1195,Imagine: Wedding Designer,DS,2008.0,Simulation,Ubisoft,0.55,0.5799999999999998,0.0,0.14,1.27,50.0
1195,1196,.hack//Infection Part 1,PS2,2002.0,Role-Playing,Atari,0.49,0.38,0.26,0.13,1.27,76.33
1196,1197,Forza: Horizon,X360,2012.0,Racing,Microsoft Game Studios,0.53,0.57,0.03,0.14,1.27,86.19
1197,1198,Sonic Adventure DX: Director's Cut,GC,2003.0,Platform,Sega,0.87,0.3,0.06,0.03,1.27,78.0
1198,1199,Jet Li: Rise to Honor,PS2,2004.0,Action,Sony Computer Entertainment,0.62,0.48,0.0,0.16,1.27,76.0
1199,1200,Battle Arena Toshinden,PS,1994.0,Fighting,Sony Computer Entertainment,0.39,0.26,0.53,0.08,1.27,85.0
1200,1201,Devil Dice,PS,1998.0,Puzzle,Sony Computer Entertainment,0.05,0.03,1.1,0.08,1.26,78.0
1201,1202,EA Playground,Wii,2007.0,Sports,Electronic Arts,0.68,0.46,0.0,0.13,1.26,66.89
1202,1203,Mafia II,PS3,2010.0,Action,Take-Two Interactive,0.4,0.6,0.04,0.22,1.26,84.0
1203,1204,NBA 2K9,X360,2008.0,Sports,Take-Two Interactive,1.0,0.16,0.0,0.11,1.26,86.0
1204,1205,Grand Theft Auto: Chinatown Wars,DS,2009.0,Adventure,Take-Two Interactive,0.56,0.52,0.05,0.13,1.26,87.0
1205,1206,Toy Story 3: The Video Game,Wii,2010.0,Action,Disney Interactive Studios,0.56,0.57,0.0,0.14,1.26,75.0
1206,1207,Bakugan: Battle Brawlers,DS,2009.0,Action,Activision,1.16,0.01,0.0,0.1,1.26,63.23
1207,1208,Wheel of Fortune,PS,1998.0,Misc,Hasbro Interactive,0.99,0.22,0.0,0.04,1.26,74.44
1208,1209,The Beatles: Rock Band,X360,2009.0,Misc,MTV Games,0.94,0.21,0.0,0.11,1.26,87.0
1209,1210,High School Musical 3: Senior Year DANCE!,Wii,2008.0,Misc,Disney Interactive Studios,0.64,0.48,0.0,0.13,1.26,36.0
1210,1211,Dead Space 2,PS3,2011.0,Shooter,Electronic Arts,0.65,0.42,0.0,0.19,1.25,89.22
1211,1212,[Prototype],X360,2009.0,Action,Activision,0.8,0.33,0.0,0.12,1.25,81.81999999999998
1212,1213,Call of Duty: Black Ops,Wii,2010.0,Shooter,Activision,0.72,0.41,0.0,0.13,1.25,85.88
1213,1214,UFC Undisputed 2010,X360,2010.0,Fighting,THQ,0.85,0.2899999999999999,0.0,0.12,1.25,81.0
1214,1215,NBA Live 2001,PS,2000.0,Sports,Electronic Arts,0.7,0.47,0.0,0.08,1.25,82.67
1215,1216,Star Wars: The Force Unleashed,PS2,2008.0,Action,LucasArts,0.49,0.6,0.01,0.16,1.25,81.0
1216,1217,Star Wars: The Force Unleashed II,PS3,2010.0,Action,LucasArts,0.7,0.37,0.0,0.18,1.25,74.0
1217,1218,Disney Princess: Enchanted Journey,Wii,2007.0,Adventure,Disney Interactive Studios,1.15,0.01,0.0,0.1,1.25,64.0
1218,1219,Gegege no Kitarou 2: Youkai Gundan no Chousen,NES,1987.0,Role-Playing,Namco Bandai Games,0.0,0.0,1.25,0.0,1.25,65.0
1219,1220,Reel Fishing,PS,1996.0,Sports,Natsume,0.99,0.13,0.1,0.04,1.25,55.0
1220,1221,Max Payne 3,X360,2012.0,Shooter,Take-Two Interactive,0.72,0.39,0.01,0.12,1.25,84.75
1221,1222,F1 2010,PS3,2010.0,Racing,Codemasters,0.22,0.7,0.08,0.24,1.25,86.0
1222,1223,LEGO Pirates of the Caribbean: The Video Game,Wii,2011.0,Action,Disney Interactive Studios,0.6,0.52,0.0,0.13,1.25,74.95999999999998
1223,1224,Pokémon XD: Gale of Darkness,GC,2005.0,Role-Playing,Nintendo,0.71,0.19,0.31,0.03,1.25,81.0
1224,1225,Black,PS2,2006.0,Shooter,Electronic Arts,1.01,0.04,0.03,0.16,1.25,79.93
1225,1226,Kinect Joy Ride,X360,2010.0,Racing,Microsoft Game Studios,0.77,0.35,0.0,0.12,1.25,55.85
1226,1227,Rockstar Games presents Table Tennis,Wii,2007.0,Sports,Take-Two Interactive,0.39,0.71,0.0,0.15,1.25,65.0
1227,1228,Battlefield: Bad Company,PS3,2008.0,Shooter,Electronic Arts,0.73,0.31,0.05,0.16,1.25,84.79
1228,1229,Lara Croft Tomb Raider: The Angel of Darkness,PS2,2003.0,Action,Eidos Interactive,0.61,0.48,0.0,0.16,1.25,66.0
1229,1230,Tom Clancy's Splinter Cell: Pandora Tomorrow,PS2,2004.0,Action,Ubisoft,0.52,0.56,0.0,0.17,1.25,86.74
1230,1231,Road Rash 3D,PS,1998.0,Racing,Electronic Arts,1.05,0.16,0.0,0.04,1.25,75.0
1231,1232,Ratchet: Deadlocked,PS2,2005.0,Shooter,Sony Computer Entertainment,0.85,0.03,0.22,0.14,1.24,89.0
1232,1233,Baldur's Gate: Dark Alliance,PS2,2001.0,Role-Playing,Pacific Century Cyber Works,0.61,0.48,0.0,0.16,1.24,82.83
1233,1234,Gold's Gym: Cardio Workout,Wii,2008.0,Sports,Ubisoft,1.07,0.02,0.06,0.09,1.24,75.0
1234,1235,Oddworld: Abe's Oddysee,PS,1997.0,Platform,GameBank,0.75,0.44,0.0,0.06,1.24,87.0
1235,1236,MotorStorm: Pacific Rift,PS3,2008.0,Racing,Sony Computer Entertainment,0.39,0.6,0.02,0.24,1.24,82.49
1236,1237,Ridge Racer V,PS2,2000.0,Racing,Namco Bandai Games,0.24,0.19,0.75,0.06,1.24,76.0
1237,1238,Jillian Michaels' Fitness Ultimatum 2009,Wii,2008.0,Sports,Deep Silver,0.94,0.2,0.0,0.11,1.24,31.0
1238,1239,Tamagotchi Connection: Corner Shop,DS,2005.0,Simulation,Atari,0.1,0.0,1.12,0.01,1.24,68.0
1239,1240,WWE SmackDown vs. Raw 2009,PS2,2008.0,Fighting,THQ,0.69,0.42,0.0,0.13,1.24,84.0
1240,1241,The Sims 2: Nightlife,PC,2005.0,Simulation,Electronic Arts,1.22,0.02,0.0,0.0,1.24,75.9
1241,1242,Tetris 2 (All region sales),GB,1992.0,Puzzle,Nintendo,0.56,0.22,0.43,0.03,1.24,77.0
1242,1243,Dead Rising 2,PS3,2010.0,Action,Capcom,0.37,0.52,0.15,0.2,1.24,79.81
1243,1244,Star Wars Episode III: Revenge of the Sith,XB,2005.0,Action,Activision,0.82,0.38,0.0,0.04,1.24,79.0
1244,1245,Dishonored,X360,2012.0,Shooter,Bethesda Softworks,0.74,0.37,0.01,0.12,1.24,89.09
1245,1246,Guitar Hero: Aerosmith,Wii,2008.0,Misc,Activision,1.0,0.14,0.0,0.1,1.24,78.0
1246,1247,Need for Speed Carbon,Wii,2006.0,Racing,Electronic Arts,0.44,0.63,0.02,0.14,1.24,80.0
1247,1248,Frogger: The Great Quest,PS2,2001.0,Platform,Konami Digital Entertainment,0.6,0.47,0.0,0.16,1.23,44.0
1248,1249,Ninja Gaiden,XB,2004.0,Action,Microsoft Game Studios,0.92,0.2,0.07,0.04,1.23,93.0
1249,1250,Crash Bandicoot: The Wrath of Cortex,XB,2002.0,Platform,Universal Interactive,0.59,0.57,0.0,0.07,1.23,70.48
1250,1251,Driv3r,PS2,2004.0,Racing,Atari,0.6,0.47,0.0,0.16,1.23,58.67
1251,1252,Mass Effect 2,PS3,2011.0,Role-Playing,Electronic Arts,0.71,0.33,0.03,0.17,1.23,93.16
1252,1253,Mystery Case Files: MillionHeir,DS,2008.0,Adventure,Nintendo,0.73,0.38,0.0,0.12,1.23,66.58
1253,1254,Disney's Tarzan / Disney's Aladdin in Nasira's Revenge / Disney's The Emperor's New Groove Action Game,PS,2003.0,Misc,Sony Computer Entertainment,0.69,0.47,0.0,0.08,1.23,76.0
1254,1255,Kirby Tilt 'n' Tumble,GB,2000.0,Puzzle,Nintendo,0.2899999999999999,0.17,0.75,0.02,1.23,80.0
1255,1256,SpongeBob SquarePants: Battle for Bikini Bottom,GBA,2003.0,Platform,THQ,0.88,0.33,0.0,0.02,1.23,69.0
1256,1257,Vigilante 8,PS,1998.0,Racing,Activision,0.68,0.47,0.0,0.08,1.23,85.73
1257,1258,Kung Fu Panda,DS,2008.0,Platform,Activision,0.54,0.55,0.0,0.13,1.23,64.0
1258,1259,Donkey Kong Country 2,GBA,2004.0,Platform,Nintendo,0.79,0.27,0.12,0.04,1.23,87.0
1259,1260,"WarioWare, Inc.: Mega MicroGame$",GBA,2003.0,Puzzle,Nintendo,0.4,0.11,0.7,0.02,1.23,76.64
1260,1261,Max Payne 3,PS3,2012.0,Shooter,Take-Two Interactive,0.42,0.54,0.06,0.21,1.23,84.75
1261,1262,Mario & Luigi: Partners in Time,DS,2005.0,Role-Playing,Nintendo,0.71,0.02,0.43,0.07,1.22,88.0
1262,1263,Go Vacation,Wii,2011.0,Misc,Namco Bandai Games,0.32,0.47,0.32,0.1,1.22,66.0
1263,1264,Pokémon Ranger: Guardian Signs,DS,2010.0,Role-Playing,Nintendo,0.45,0.13,0.5799999999999998,0.06,1.22,87.0
1264,1265,Winter Sports: The Ultimate Challenge,Wii,2007.0,Sports,RTL,0.44,0.66,0.0,0.12,1.22,53.33
1265,1266,Mario Power Tennis,GC,2004.0,Sports,Nintendo,0.5799999999999998,0.16,0.46,0.03,1.22,81.03
1266,1267,Marvel vs. Capcom 3: Fate of Two Worlds,PS3,2011.0,Fighting,Capcom,0.76,0.22,0.11,0.13,1.22,85.5
1267,1268,Intelligent Qube,PS,1997.0,Puzzle,Sony Computer Entertainment,0.13,0.07,1.0,0.02,1.22,83.0
1268,1269,Ratatouille,DS,2007.0,Platform,THQ,0.48,0.6,0.0,0.14,1.22,70.0
1269,1270,NBA Live 99,PS,1997.0,Sports,Electronic Arts,1.13,0.05,0.0,0.03,1.22,81.0
1270,1271,Golden Sun: The Lost Age,GBA,2002.0,Role-Playing,Nintendo,0.61,0.27,0.27,0.07,1.22,87.15
1271,1272,SimCity 2000,PS,1996.0,Simulation,Maxis,0.68,0.46,0.0,0.08,1.22,70.0
1272,1273,Max Payne,XB,2001.0,Shooter,Take-Two Interactive,0.98,0.19,0.0,0.05,1.22,85.91
1273,1274,WCW Mayhem,PS,1998.0,Fighting,Electronic Arts,0.68,0.46,0.0,0.08,1.22,73.2
1274,1275,NBA 2K2,PS2,2002.0,Sports,Sega,0.59,0.46,0.01,0.15,1.22,83.0
1275,1276,NASCAR Thunder 2003,PS2,,Racing,Unknown,0.6,0.46,0.0,0.16,1.22,81.0
1276,1277,Sonic's Ultimate Genesis Collection,X360,2009.0,Misc,Sega,0.63,0.46,0.0,0.13,1.22,86.0
1277,1278,Cars,PS2,2006.0,Racing,THQ,1.01,0.04,0.0,0.16,1.21,71.0
1278,1279,Tom Clancy's Ghost Recon: Future Soldier,X360,2012.0,Shooter,Ubisoft,0.72,0.36,0.02,0.12,1.21,78.89
1279,1280,Fuzion Frenzy,XB,2001.0,Misc,Microsoft Game Studios,0.93,0.24,0.0,0.04,1.21,67.8
1280,1281,Tom Clancy's Rainbow Six: Vegas,PS3,2007.0,Shooter,Ubisoft,0.46,0.51,0.03,0.21,1.21,84.74
1281,1282,Call of Duty: Finest Hour,XB,2004.0,Shooter,Activision,0.78,0.4,0.0,0.04,1.21,73.43
1282,1283,Ben 10: Protector of Earth,Wii,2007.0,Action,D3Publisher,0.54,0.54,0.0,0.13,1.21,59.33
1283,1284,Sly Cooper and the Thievius Raccoonus,PS2,2002.0,Platform,Sony Computer Entertainment,1.03,0.14,0.0,0.04,1.21,84.0
1284,1285,Star Wars Episode 1: Jedi Power Battles,PS,1999.0,Action,LucasArts,0.66,0.48,0.01,0.06,1.21,76.0
1285,1286,The Magical Quest starring Mickey Mouse (all region sales),SNES,1992.0,Platform,Capcom,0.66,0.17,0.35,0.03,1.21,87.0
1286,1287,Dino Crisis 2,PS,2000.0,Action,Virgin Interactive,0.34,0.49,0.28,0.1,1.21,80.7
1287,1288,Dragon Quest IV: Michibikareshi Monotachi,PS,2001.0,Role-Playing,Enix Corporation,0.0,0.0,1.2,0.01,1.21,79.88
1288,1289,Need for Speed Underground,GC,2003.0,Racing,Electronic Arts,0.69,0.48,0.01,0.03,1.21,83.0
1289,1290,RollerCoaster Tycoon 2,PC,2002.0,Strategy,Atari,1.19,0.02,0.0,0.0,1.21,82.0
1290,1291,Shrek / Shrek 2 2-in-1 Gameboy Advance Video,GBA,2007.0,Misc,Majesco Entertainment,0.87,0.32,0.0,0.02,1.21,63.0
1291,1292,Test Drive 4,PS,1997.0,Racing,Accolade,0.67,0.46,0.0,0.08,1.21,67.0
1292,1293,Your Shape: Fitness Evolved,X360,2010.0,Sports,Ubisoft,0.71,0.37,0.0,0.12,1.21,78.0
1293,1294,Chrono Trigger,DS,2008.0,Role-Playing,Square Enix,0.53,0.12,0.49,0.07,1.21,91.98
1294,1295,Crysis 2,X360,2011.0,Shooter,Electronic Arts,0.62,0.45,0.02,0.12,1.21,85.5
1295,1296,World Soccer Winning Eleven 9 (JP & Others sales),PSP,2005.0,Sports,Konami Digital Entertainment,0.01,0.88,0.31,0.0,1.2,88.49
1296,1297,The Lord of the Rings: The Fellowship of the Ring,PS2,2002.0,Action,Black Label Games,0.59,0.46,0.0,0.15,1.2,61.57
1297,1298,ATV Offroad Fury 3,PS2,2004.0,Racing,SouthPeak Games,1.0,0.04,0.0,0.16,1.2,76.76
1298,1299,Pikmin 2,GC,2004.0,Strategy,Nintendo,0.48,0.13,0.56,0.03,1.2,91.0
1299,1300,Transformers: Autobots / Decepticons,DS,2007.0,Action,Activision,1.1,0.01,0.0,0.09,1.2,65.29
1300,1301,SolarStriker,GB,1989.0,Shooter,Nintendo,0.4,0.39,0.36,0.04,1.2,76.0
1301,1302,NFL 2K,DC,1999.0,Sports,Sega,1.12,0.05,0.0,0.02,1.2,91.53
1302,1303,Enter the Matrix,XB,2003.0,Action,Atari,0.72,0.43,0.01,0.04,1.2,70.0
1303,1304,SOCOM: U.S. Navy SEALs Confrontation,PS3,2008.0,Shooter,Sony Computer Entertainment,0.92,0.14,0.02,0.13,1.2,67.38
1304,1305,Alan Wake,X360,2010.0,Action,Microsoft Game Studios,0.6,0.43,0.05,0.12,1.2,83.75
1305,1306,NHL 2002,PS2,2001.0,Sports,Electronic Arts,0.59,0.46,0.0,0.15,1.2,84.0
1306,1307,FIFA 07 Soccer,PSP,2006.0,Sports,Electronic Arts,0.24,0.64,0.0,0.31,1.2,82.0
1307,1308,Nuclear Strike,PS,1997.0,Simulation,Electronic Arts,0.66,0.45,0.0,0.08,1.19,74.0
1308,1309,The Simpsons: Road Rage,GBA,2003.0,Racing,THQ,0.86,0.32,0.0,0.02,1.19,51.82
1309,1310,Diddy Kong Racing DS,DS,2007.0,Racing,Nintendo,1.09,0.02,0.0,0.09,1.19,66.76
1310,1311,SpongeBob SquarePants: Revenge of the Flying Dutchman,GBA,2002.0,Platform,THQ,0.92,0.23,0.0,0.04,1.19,66.0
1311,1312,Scarface: The World is Yours,PS2,2006.0,Adventure,Vivendi Games,0.99,0.04,0.0,0.16,1.19,76.58
1312,1313,Need for Speed: The Run,X360,2011.0,Racing,Electronic Arts,0.52,0.53,0.0,0.13,1.19,72.0
1313,1314,Star Wars: The Force Unleashed II,X360,2010.0,Action,LucasArts,0.79,0.2899999999999999,0.0,0.11,1.19,73.0
1314,1315,Disney's Chip 'n Dale: Rescue Rangers,NES,1990.0,Platform,Capcom,0.68,0.14,0.35,0.02,1.19,81.0
1315,1316,Kobe Bryant in NBA Courtside,N64,1998.0,Sports,Nintendo,1.02,0.13,0.04,0.01,1.19,70.0
1316,1317,The Dukes of Hazzard: Racing for Home,PS,1999.0,Racing,Ubisoft,0.99,0.16,0.0,0.04,1.19,56.0
1317,1318,Pro Evolution Soccer 2008,Wii,2008.0,Sports,Konami Digital Entertainment,0.09,0.84,0.11,0.15,1.19,79.0
1318,1319,Hitman 2: Silent Assassin,XB,,Action,Eidos Interactive,0.76,0.38,0.0,0.05,1.19,84.63
1319,1320,Spider-Man: The Movie,GC,2002.0,Action,Activision,0.86,0.27,0.01,0.04,1.19,75.0
1320,1321,Final Fantasy I & II: Dawn of Souls,GBA,2004.0,Role-Playing,Nintendo,0.64,0.24,0.2899999999999999,0.02,1.19,85.0
1321,1322,Mega Man X,SNES,1993.0,Platform,Capcom,0.5,0.16,0.5,0.02,1.19,90.0
1322,1323,Metal Gear Solid VR Missions,PS,1999.0,Adventure,Konami Digital Entertainment,0.66,0.45,0.0,0.08,1.18,84.0
1323,1324,PokéPark Wii: Pikachu's Adventure,Wii,2009.0,Adventure,Nintendo,0.5,0.19,0.42,0.07,1.18,78.0
1324,1325,EA Sports Active 2,Wii,2010.0,Sports,Electronic Arts,0.72,0.34,0.0,0.12,1.18,76.0
1325,1326,Metroid: Other M,Wii,2010.0,Action,Nintendo,0.76,0.2,0.13,0.09,1.18,78.55
1326,1327,Dragon Warrior VII,3DS,,Role-Playing,Square Enix,0.0,0.0,1.18,0.0,1.18,80.0
1327,1328,Rage,PS3,2011.0,Shooter,Bethesda Softworks,0.42,0.5,0.06,0.2,1.18,81.0
1328,1329,Shenmue,DC,1999.0,Adventure,Sega,0.52,0.24,0.38,0.04,1.18,89.34
1329,1330,Mario Tennis,GB,2000.0,Sports,Nintendo,0.5,0.18,0.44,0.06,1.18,86.0
1330,1331,Tony Hawk's Pro Skater 2,GBA,2001.0,Sports,Activision,0.85,0.31,0.0,0.02,1.18,83.0
1331,1332,Super Ghouls 'n Ghosts,SNES,1991.0,Platform,Capcom,0.5,0.14,0.52,0.02,1.18,81.0
1332,1333,Soviet Strike,PS,1996.0,Simulation,Electronic Arts,0.65,0.44,0.0,0.08,1.17,72.0
1333,1334,Gun,PS2,2005.0,Shooter,Activision,0.98,0.04,0.0,0.16,1.17,79.15
1334,1335,Tekken 6,X360,2009.0,Fighting,Namco Bandai Games,0.64,0.36,0.05,0.12,1.17,80.94
1335,1336,Ty the Tasmanian Tiger,PS2,2002.0,Platform,Electronic Arts,0.57,0.45,0.0,0.15,1.17,69.16
1336,1337,[Prototype],PS3,2009.0,Action,Activision,0.62,0.38,0.0,0.18,1.17,79.65
1337,1338,Boom Blox,Wii,2008.0,Puzzle,Electronic Arts,0.7,0.36,0.0,0.12,1.17,84.68
1338,1339,Mission: Impossible,N64,1997.0,Action,Ocean,0.74,0.38,0.02,0.03,1.17,64.0
1339,1340,Rage Racer,PS,1996.0,Racing,Sony Computer Entertainment,0.16,0.11,0.83,0.08,1.17,82.0
1340,1341,Medal of Honor: Rising Sun,XB,2003.0,Shooter,Electronic Arts,0.76,0.36,0.0,0.05,1.17,69.0
1341,1342,The Sims 2: Castaway,Wii,2007.0,Simulation,Electronic Arts,0.43,0.61,0.0,0.13,1.17,75.19
1342,1343,Destruction Derby 2,PS,1996.0,Racing,Psygnosis,0.65,0.44,0.0,0.08,1.17,76.0
1343,1344,WWE SmackDown vs Raw 2008,PSP,2007.0,Fighting,THQ,0.43,0.46,0.0,0.27,1.17,82.0
1344,1345,Mario vs. Donkey Kong,GBA,2004.0,Puzzle,Nintendo,0.68,0.25,0.21,0.02,1.17,79.06999999999998
1345,1346,Midnight Club 3: DUB Edition Remix,PS2,2006.0,Racing,Take-Two Interactive,0.97,0.04,0.0,0.16,1.16,85.57
1346,1347,Tom Clancy's Ghost Recon: Jungle Storm,PS2,2004.0,Shooter,Ubisoft,0.57,0.44,0.0,0.15,1.16,70.71
1347,1348,Bushido Blade,PS,1997.0,Fighting,Sony Computer Entertainment,0.39,0.27,0.43,0.08,1.16,83.0
1348,1349,Tomb Raider: Underworld,PS3,2008.0,Adventure,Eidos Interactive,0.42,0.49,0.05,0.2,1.16,78.0
1349,1350,Disney Sing It,Wii,2008.0,Misc,Disney Interactive Studios,0.76,0.2899999999999999,0.0,0.11,1.16,47.0
1350,1351,Deus Ex: Human Revolution,X360,2011.0,Shooter,Square Enix,0.62,0.4,0.02,0.12,1.16,89.57
1351,1352,NASCAR Thunder 2002,PS2,2001.0,Racing,Electronic Arts,0.57,0.44,0.0,0.15,1.16,81.0
1352,1353,Mario vs. Donkey Kong 2: March of the Minis,DS,2006.0,Puzzle,Nintendo,0.72,0.01,0.36,0.07,1.16,77.43
1353,1354,Sega Rally Championship,SAT,1995.0,Racing,Sega,0.21,0.16,0.77,0.02,1.16,81.77
1354,1355,Jet Force Gemini,N64,1999.0,Shooter,Nintendo,0.78,0.28,0.07,0.02,1.16,87.0
1355,1356,Yu-Gi-Oh! The Sacred Cards (American and Others sales),GBA,2002.0,Role-Playing,Konami Digital Entertainment,0.84,0.27,0.0,0.05,1.16,73.0
1356,1357,Test Drive: Off Road,PS,1997.0,Racing,Eidos Interactive,0.65,0.44,0.0,0.08,1.16,55.0
1357,1358,The Sims 3,Wii,2010.0,Simulation,Electronic Arts,0.42,0.6,0.0,0.13,1.16,56.0
1358,1359,LEGO Star Wars: The Video Game,XB,2005.0,Action,Eidos Interactive,0.83,0.28,0.0,0.05,1.16,84.0
1359,1360,Football Manager 2011,PC,2010.0,Sports,Sega,0.0,0.92,0.0,0.23,1.16,84.0
1360,1361,The Sims 3,X360,2010.0,Simulation,Electronic Arts,0.63,0.4,0.0,0.12,1.15,77.36
1361,1362,Dragon Warrior Monsters 2: Cobi's Journey,GB,2001.0,Role-Playing,Enix Corporation,0.0,0.0,1.15,0.0,1.15,85.0
1362,1363,Gauntlet: Dark Legacy,PS2,2001.0,Action,Midway Games,0.56,0.44,0.0,0.15,1.15,52.65
1363,1364,Bad Boys: Miami Takedown,PS2,2004.0,Shooter,Empire Interactive,0.56,0.44,0.0,0.15,1.15,44.0
1364,1365,Qix,GB,1990.0,Puzzle,Nintendo,0.51,0.2,0.41,0.03,1.15,45.0
1365,1366,Doraemon,NES,1986.0,Action,Hudson Soft,0.0,0.0,1.15,0.0,1.15,57.0
1366,1367,Donkey Konga,GC,2003.0,Misc,Nintendo,0.5,0.16,0.46,0.03,1.15,81.0
1367,1368,Final Fantasy IV,DS,2007.0,Role-Playing,Square Enix,0.47,0.02,0.62,0.04,1.15,89.0
1368,1369,Dragon Quest I & II,SNES,1993.0,Role-Playing,Enix Corporation,0.0,0.0,1.15,0.0,1.15,79.0
1369,1370,Tak and the Power of Juju,PS2,2003.0,Platform,THQ,0.56,0.44,0.0,0.15,1.15,67.0
1370,1371,Asteroids,PS,1998.0,Shooter,Success,0.64,0.43,0.0,0.07,1.15,65.39
1371,1372,Sonic & SEGA All-Stars Racing,Wii,2010.0,Racing,Sega,0.42,0.6,0.0,0.13,1.14,81.0
1372,1373,Worldwide Soccer Manager 2009,PC,2008.0,Simulation,Sega,0.0,1.14,0.0,0.01,1.14,81.95
1373,1374,Action Bass,PS,2000.0,Action,Take-Two Interactive,0.64,0.43,0.0,0.07,1.14,53.93
1374,1375,Tenchu: Wrath of Heaven,PS2,2003.0,Action,Activision,0.44,0.34,0.25,0.11,1.14,79.62
1375,1376,Shadow of the Colossus,PS2,2005.0,Adventure,Sony Computer Entertainment,0.78,0.03,0.2,0.13,1.14,91.0
1376,1377,Brave Fencer Musashi,PS,1998.0,Role-Playing,Square,0.25,0.17,0.65,0.07,1.14,79.67
1377,1378,Kingdom Hearts 3D: Dream Drop Distance,3DS,2012.0,Role-Playing,Square Enix,0.5799999999999998,0.16,0.34,0.06,1.14,84.0
1378,1379,Dance Dance Revolution Extreme 2,PS2,2005.0,Simulation,Konami Digital Entertainment,0.95,0.04,0.0,0.16,1.14,79.52
1379,1380,Star Wars Battlefront II,PSP,2005.0,Shooter,LucasArts,1.02,0.02,0.01,0.09,1.14,80.0
1380,1381,Commando,NES,1986.0,Action,Capcom,0.71,0.16,0.25,0.03,1.14,74.0
1381,1382,Pilotwings,SNES,1990.0,Simulation,Nintendo,0.46,0.17,0.48,0.02,1.14,82.0
1382,1383,Super R.C. Pro-Am,GB,1991.0,Racing,Nintendo,0.5799999999999998,0.37,0.15,0.04,1.14,74.0
1383,1384,Resident Evil - Code: Veronica,DC,2000.0,Action,Eidos Interactive,0.41,0.23,0.47,0.03,1.14,93.63
1384,1385,South Park,N64,1998.0,Shooter,Acclaim Entertainment,0.9,0.23,0.0,0.02,1.14,66.0
1385,1386,The Lord of the Rings: The Return of the King,XB,2003.0,Action,Electronic Arts,0.71,0.38,0.0,0.05,1.14,84.34
1386,1387,LEGO Batman: The Videogame,PSP,,Adventure,Warner Bros. Interactive Entertainment,0.55,0.36,0.0,0.23,1.14,80.0
1387,1388,High School Musical 2: Work This Out!,DS,2008.0,Misc,Disney Interactive Studios,0.49,0.52,0.0,0.13,1.14,33.0
1388,1389,LEGO Star Wars: The Video Game,GBA,2005.0,Action,Eidos Interactive,0.82,0.3,0.0,0.02,1.14,82.0
1389,1390,Grand Theft Auto: The Trilogy,PS2,2005.0,Adventure,Take-Two Interactive,0.0,0.94,0.0,0.2,1.14,91.0
1390,1391,Guitar Hero: Aerosmith,X360,2008.0,Misc,Activision,0.92,0.12,0.0,0.09,1.14,73.0
1391,1392,Mobile Suit Gundam: Federation vs. Zeon,PS2,2001.0,Simulation,Atari,0.12,0.1,0.88,0.03,1.14,50.0
1392,1393,LEGO Star Wars III: The Clone Wars,X360,2011.0,Action,LucasArts,0.65,0.37,0.0,0.11,1.14,80.0
1393,1394,Need for Speed Underground 2,GC,2004.0,Racing,Electronic Arts,0.7,0.39,0.01,0.03,1.14,85.0
1394,1395,Sonic Colors,DS,2010.0,Platform,Sega,0.57,0.44,0.01,0.12,1.14,83.0
1395,1396,MechAssault,XB,2002.0,Simulation,Microsoft Game Studios,1.01,0.1,0.0,0.03,1.13,86.82
1396,1397,LEGO Harry Potter: Years 1-4,X360,2010.0,Adventure,Warner Bros. Interactive Entertainment,0.69,0.33,0.0,0.11,1.13,82.0
1397,1398,Tom Clancy's Rainbow Six 3: Black Arrow,XB,2004.0,Shooter,Ubisoft,0.99,0.12,0.0,0.02,1.13,84.66
1398,1399,Donkey Kong,NES,1983.0,Platform,Nintendo,0.23,0.05,0.84,0.01,1.13,77.0
1399,1400,Need for Speed: Most Wanted,X360,2005.0,Racing,Electronic Arts,0.95,0.07,0.02,0.09,1.13,87.0
1400,1401,Jampack Winter '98,PS,1998.0,Misc,Sony Computer Entertainment,0.63,0.43,0.0,0.07,1.13,55.0
1401,1402,Pokémon Mystery Dungeon: Red Rescue Team (US weekly sales),GBA,2005.0,Role-Playing,Nintendo,0.81,0.3,0.0,0.02,1.13,80.0
1402,1403,Metal Gear Solid: Portable Ops,PSP,2006.0,Action,Konami Digital Entertainment,0.36,0.23,0.38,0.16,1.13,86.95
