productname,date,farmprice,atlantaretail,chicagoretail,losangelesretail,newyorkretail,averagespread
Romaine Lettuce,2007/5/6,0.14,1.29,1.61,1.26,1.49,9.0893
Broccoli Bunches,2007/5/6,0.3,1.41,1.4,1.74,1.51,4.05
Strawberries,2007/5/6,1.55,3.12,2.54,2.17,2.62,0.6855
Broccoli Crowns,2007/5/6,0.3,1.71,1.45,1.92,1.87,4.7917000000000005
Carrots,2007/5/6,0.34,0.74,0.91,0.69,1.07,1.5074
Cauliflower,2007/5/6,0.24,0.76,1.32,1.79,1.05,4.125
Celery,2007/5/6,0.54,1.73,1.68,1.67,2.12,2.3333000000000004
Green Leaf Lettuce,2007/5/6,0.18,1.28,1.61,1.28,1.9,7.430599999999999
Iceberg Lettuce,2007/5/6,0.25,1.41,1.42,1.32,1.79,4.94
Oranges,2007/5/6,0.15,0.44,0.47,0.53,0.37,2.0166999999999997
Potatoes,2007/5/6,1.11,4.18,4.16,3.94,5.99,3.1149
Broccoli Crowns,2007/4/29,0.29,1.71,1.89,1.94,2.22,5.6897
Carrots,2007/4/29,0.34,0.86,0.91,0.66,1.07,1.5735
Cauliflower,2007/4/29,0.21,1.06,1.32,1.74,1.2,5.3333
Celery,2007/4/29,0.67,1.6,2.12,1.87,1.79,1.7537
Green Leaf Lettuce,2007/4/29,0.18,1.28,1.78,1.22,2.02,7.75
Iceberg Lettuce,2007/4/29,0.29,1.3,1.42,1.34,1.84,4.0862
Oranges,2007/4/29,0.14,0.45,0.56,0.57,0.36,2.4643
Potatoes,2007/4/29,1.13,4.61,4.16,3.94,5.99,3.1372000000000004
Asparagus,2007/4/29,1.41,3.35,3.29,3.12,2.99,1.2606
Red Leaf Lettuce,2007/4/29,0.19,1.28,1.78,1.22,2.17,7.4868
Avocados,2007/4/29,0.67,1.0,1.25,1.25,1.12,0.7239
Romaine Lettuce,2007/4/29,0.14,1.3,1.78,1.11,1.44,9.053600000000001
Broccoli Bunches,2007/4/29,0.29,1.4,1.43,1.79,1.55,4.319
Strawberries,2007/4/29,1.45,2.37,3.49,2.7,2.87,0.9707
Green Leaf Lettuce,2007/4/22,0.19,1.24,1.73,1.19,2.02,7.1316
Iceberg Lettuce,2007/4/22,0.36,1.17,1.17,1.72,1.47,2.8402999999999996
Oranges,2007/4/22,0.14,0.43,0.56,0.55,0.39,2.4464
Potatoes,2007/4/22,1.14,4.18,4.12,3.84,4.99,2.7566
Asparagus,2007/4/22,1.45,3.1,2.81,3.49,2.24,1.0069
Red Leaf Lettuce,2007/4/22,0.19,1.24,1.73,1.19,2.17,7.3289
Avocados,2007/4/22,0.64,1.29,1.62,1.64,1.5,1.3633000000000002
Romaine Lettuce,2007/4/22,0.15,1.35,1.73,1.13,1.32,8.2167
Broccoli Bunches,2007/4/22,0.3,1.64,1.31,1.84,1.41,4.1667000000000005
Strawberries,2007/4/22,1.23,2.5,2.99,2.25,2.12,1.0041
Broccoli Crowns,2007/4/22,0.36,1.91,1.89,1.66,1.82,4.0556
Carrots,2007/4/22,0.34,0.74,0.91,0.69,1.17,1.5809
Cauliflower,2007/4/22,0.28,1.24,1.25,1.44,1.35,3.7143
Celery,2007/4/22,0.55,1.55,2.04,1.62,1.87,2.2182
Potatoes,2007/4/15,1.13,4.25,4.16,3.94,0.0,1.7323
Asparagus,2007/4/15,1.35,3.14,3.46,2.12,2.24,1.0295999999999998
Red Leaf Lettuce,2007/4/15,0.19,1.24,1.76,1.24,2.04,7.2632
Avocados,2007/4/15,0.66,1.29,1.69,1.77,1.5,1.3674000000000002
Romaine Lettuce,2007/4/15,0.15,1.26,1.76,1.26,1.44,8.5333
Broccoli Bunches,2007/4/15,0.33,1.45,1.43,1.59,1.1,3.2197000000000005
Strawberries,2007/4/15,1.07,2.87,2.74,2.66,2.37,1.486
Broccoli Crowns,2007/4/15,0.39,1.83,1.64,1.87,1.69,3.5063999999999997
Carrots,2007/4/15,0.32,0.72,0.91,0.69,1.07,1.6484
Cauliflower,2007/4/15,0.43,1.16,1.37,1.82,1.3,2.2849
Celery,2007/4/15,0.37,1.6,1.92,1.79,1.99,3.9324000000000003
Green Leaf Lettuce,2007/4/15,0.18,1.24,1.78,1.24,2.03,7.7361
Iceberg Lettuce,2007/4/15,0.31,1.35,1.12,1.37,1.77,3.5242000000000004
Oranges,2007/4/15,0.13,0.43,0.58,0.63,0.34,2.8077
Strawberries,2007/4/8,0.96,2.49,3.12,2.62,2.54,1.8047
Oranges,2007/4/8,0.13,0.45,0.51,0.63,0.34,2.7115
Potatoes,2007/4/8,1.14,3.48,4.16,3.82,5.99,2.8268
Red Leaf Lettuce,2007/4/8,0.19,1.28,1.48,1.23,2.12,7.0395
Romaine Lettuce,2007/4/8,0.15,1.3,1.48,1.34,1.62,8.566699999999999
Broccoli Crowns,2007/4/8,0.56,1.71,1.36,1.99,1.74,2.0357
Carrots,2007/4/8,0.31,0.74,0.91,0.69,1.07,1.75
Cauliflower,2007/4/8,0.79,1.04,1.37,1.82,1.4,0.7816
Celery,2007/4/8,0.38,1.6,1.92,1.74,2.24,3.9342
Green Leaf Lettuce,2007/4/8,0.19,1.28,1.48,1.07,1.97,6.6316
Iceberg Lettuce,2007/4/8,0.33,1.35,1.37,1.79,1.79,3.7727
Asparagus,2007/4/8,1.07,3.16,3.34,2.57,1.12,1.3808000000000002
Avocados,2007/4/8,0.67,1.29,1.37,1.57,1.37,1.0896
Broccoli Bunches,2007/4/8,0.43,1.45,1.17,1.79,1.66,2.5291
Celery,2007/4/1,0.45,1.45,1.99,2.07,2.99,3.7222000000000004
Green Leaf Lettuce,2007/4/1,0.19,1.35,1.78,1.32,1.97,7.4474
Iceberg Lettuce,2007/4/1,0.37,1.32,1.42,1.49,1.92,3.1554
Oranges,2007/4/1,0.13,0.45,0.52,0.59,0.33,2.6346
Potatoes,2007/4/1,1.14,4.61,3.99,3.19,0.0,1.5855000000000001
Asparagus,2007/4/1,0.91,2.47,2.62,1.64,1.62,1.294
Red Leaf Lettuce,2007/4/1,0.2,1.28,1.78,1.32,2.12,7.125
Avocados,2007/4/1,0.67,1.11,1.5,1.52,1.37,1.0522
Romaine Lettuce,2007/4/1,0.15,1.39,1.78,1.34,1.49,9.0
Broccoli Bunches,2007/4/1,0.47,1.23,1.03,1.94,1.45,2.0053
Strawberries,2007/4/1,1.26,2.87,2.5,2.0,3.04,1.0655
Broccoli Crowns,2007/4/1,0.62,1.54,1.35,1.76,1.56,1.504
Carrots,2007/4/1,0.31,0.78,0.91,0.66,1.07,1.7581
Cauliflower,2007/4/1,0.76,1.09,1.07,2.02,1.3,0.8026000000000001
Oranges,2007/3/25,0.14,0.47,0.49,0.45,0.42,2.2679
Potatoes,2007/3/25,1.13,4.81,4.12,3.59,0.0,1.7699
Asparagus,2007/3/25,0.98,3.2,2.99,2.99,2.62,2.0102
Red Leaf Lettuce,2007/3/25,0.22,1.28,1.64,1.32,2.17,6.2841
Avocados,2007/3/25,0.66,1.11,1.5,1.47,1.25,1.0189
Romaine Lettuce,2007/3/25,0.2,1.39,1.64,1.51,1.62,6.7
Broccoli Bunches,2007/3/25,0.31,1.64,1.31,2.02,1.83,4.4839
Strawberries,2007/3/25,1.99,2.49,3.49,3.19,3.49,0.5905
Broccoli Crowns,2007/3/25,0.4,1.66,1.69,2.12,1.17,3.15
Carrots,2007/3/25,0.31,0.81,0.91,0.66,1.19,1.879
Cauliflower,2007/3/25,0.65,1.04,1.27,1.74,1.25,1.0385
Celery,2007/3/25,0.5,1.55,2.19,1.92,2.49,3.075
Green Leaf Lettuce,2007/3/25,0.2,1.28,1.64,1.32,2.02,6.825
Iceberg Lettuce,2007/3/25,0.6,1.3,1.42,1.77,1.87,1.6500000000000001
Broccoli Bunches,2007/3/18,0.26,1.64,1.43,1.89,1.44,5.1538
Strawberries,2007/3/18,1.75,2.86,3.26,2.37,2.62,0.5871000000000001
Broccoli Crowns,2007/3/18,0.32,1.66,1.63,2.19,1.45,4.4141
Carrots,2007/3/18,0.31,0.81,0.91,0.69,1.04,1.7823
Cauliflower,2007/3/18,0.43,1.04,1.32,1.74,1.1,2.0233000000000003
Celery,2007/3/18,0.66,1.7,1.87,1.99,2.37,2.0038
Green Leaf Lettuce,2007/3/18,0.21,1.18,1.78,1.28,2.13,6.5833
Iceberg Lettuce,2007/3/18,0.67,1.32,1.39,1.67,1.87,1.3321
Oranges,2007/3/18,0.14,0.5,0.51,0.64,0.39,2.6429000000000005
Potatoes,2007/3/18,1.14,4.31,3.96,3.32,1.99,1.9781
Red Leaf Lettuce,2007/3/18,0.23,1.18,1.78,1.28,2.49,6.3152
Asparagus,2007/3/18,0.95,2.72,2.56,2.62,2.49,1.7342
Romaine Lettuce,2007/3/18,0.29,1.2,1.78,1.42,1.57,4.1466
Carrots,2007/3/11,0.31,0.81,0.91,0.69,1.07,1.8065
Cauliflower,2007/3/11,0.43,1.11,1.17,2.12,0.95,2.1105
Celery,2007/3/11,0.72,1.7,2.24,1.94,2.87,2.0382
Green Leaf Lettuce,2007/3/11,0.26,1.28,1.78,1.32,2.32,5.4423
Iceberg Lettuce,2007/3/11,0.71,1.32,1.27,1.44,1.49,0.9437000000000001
Oranges,2007/3/11,0.14,0.5,0.56,0.49,0.48,2.625
Potatoes,2007/3/11,1.14,4.31,3.97,3.94,5.99,2.9934
Red Leaf Lettuce,2007/3/11,0.27,1.28,1.78,1.32,2.32,5.2037
Asparagus,2007/3/11,0.92,2.49,3.09,2.12,2.74,1.837
Romaine Lettuce,2007/3/11,0.38,1.3,1.78,1.26,1.94,3.1316
Broccoli Bunches,2007/3/11,0.32,1.54,1.05,1.97,1.51,3.7422000000000004
Strawberries,2007/3/11,1.68,2.83,3.37,3.62,2.99,0.9063
Broccoli Crowns,2007/3/11,0.38,1.71,1.88,1.84,1.64,3.6513
Green Leaf Lettuce,2007/3/4,0.26,1.28,1.65,1.32,2.32,5.3173
Iceberg Lettuce,2007/3/4,0.53,1.32,1.54,1.39,1.42,1.6744999999999999
Oranges,2007/3/4,0.14,0.43,0.58,0.51,0.32,2.2857
Potatoes,2007/3/4,1.16,4.86,4.49,3.94,0.0,1.8641999999999999
Red Leaf Lettuce,2007/3/4,0.26,1.28,1.65,1.32,2.32,5.3173
Asparagus,2007/3/4,1.26,3.22,2.72,2.74,2.37,1.1925000000000001
Romaine Lettuce,2007/3/4,0.31,1.28,1.65,1.72,1.82,4.2177
Broccoli Bunches,2007/3/4,0.34,1.41,1.33,1.26,1.66,3.1618
Strawberries,2007/3/4,1.78,2.94,2.62,3.75,3.49,0.7978000000000001
Broccoli Crowns,2007/3/4,0.41,1.64,1.73,1.87,1.32,3.0
Carrots,2007/3/4,0.31,0.78,0.91,0.62,1.07,1.7258000000000002
Cauliflower,2007/3/4,0.48,1.16,1.25,1.37,0.95,1.4635
Celery,2007/3/4,0.79,1.53,2.17,1.79,2.99,1.6835
Oranges,2007/2/25,0.14,0.47,0.51,0.56,0.4,2.4643
Potatoes,2007/2/25,1.19,3.52,4.12,3.34,5.24,2.4076
Red Leaf Lettuce,2007/2/25,0.27,1.28,1.73,1.38,2.32,5.213
Asparagus,2007/2/25,1.39,3.47,3.62,2.56,2.62,1.2068
Romaine Lettuce,2007/2/25,0.25,1.39,1.73,1.7,1.69,5.51
Broccoli Bunches,2007/2/25,0.26,1.29,1.28,2.29,1.62,5.2308
Strawberries,2007/2/25,2.61,2.74,3.33,4.62,3.12,0.32280000000000003
Broccoli Crowns,2007/2/25,0.31,2.03,1.91,2.49,1.62,5.4919
Carrots,2007/2/25,0.32,0.78,0.91,0.69,1.17,1.7734
Cauliflower,2007/2/25,0.44,0.84,0.85,1.62,1.0,1.4488999999999999
Celery,2007/2/25,1.27,1.6,2.04,1.97,2.87,0.6693000000000001
Green Leaf Lettuce,2007/2/25,0.28,1.28,1.73,1.38,2.32,4.9911
Iceberg Lettuce,2007/2/25,0.28,1.17,1.59,1.62,1.59,4.3304
Red Leaf Lettuce,2007/2/18,0.3,1.32,1.97,1.47,2.19,4.7917000000000005
Romaine Lettuce,2007/2/18,0.27,1.39,1.97,1.63,1.79,5.2778
Strawberries,2007/2/18,2.71,2.61,2.32,4.32,3.74,0.19829999999999998
Broccoli Crowns,2007/2/18,0.23,2.03,1.76,2.57,1.62,7.6739
Carrots,2007/2/18,0.31,0.78,0.86,0.69,1.04,1.7177000000000002
Cauliflower,2007/2/18,0.29,1.04,1.45,1.75,0.85,3.3879
Celery,2007/2/18,1.68,1.67,1.86,2.02,2.62,0.2158
Green Leaf Lettuce,2007/2/18,0.32,1.37,1.97,1.47,2.43,4.6563
Iceberg Lettuce,2007/2/18,0.28,1.32,1.54,1.62,1.79,4.5982
Oranges,2007/2/18,0.14,0.47,0.52,0.59,0.34,2.4286000000000003
Potatoes,2007/2/18,1.19,3.59,3.96,3.22,4.99,2.3109
Asparagus,2007/2/18,1.42,3.65,3.22,2.79,3.37,1.294
Broccoli Bunches,2007/2/18,0.27,1.77,1.64,2.12,1.88,5.8611
Broccoli Crowns,2007/2/11,0.27,2.38,2.99,2.62,1.82,8.083300000000001
Carrots,2007/2/11,0.29,0.78,0.86,0.69,1.07,1.931
Cauliflower,2007/2/11,0.19,1.24,1.57,2.24,0.8,6.6974
Celery,2007/2/11,1.72,1.55,2.04,2.04,2.74,0.21660000000000001
Green Leaf Lettuce,2007/2/11,0.39,1.51,1.97,1.47,2.19,3.5769
Iceberg Lettuce,2007/2/11,0.29,1.32,1.54,1.39,1.79,4.2069
Oranges,2007/2/11,0.14,0.48,0.5,0.61,0.35,2.4643
Potatoes,2007/2/11,1.18,3.03,3.46,3.96,5.49,2.3771
Red Leaf Lettuce,2007/2/11,0.33,1.5,1.97,1.47,2.19,4.4014999999999995
Asparagus,2007/2/11,1.43,3.9,3.84,3.74,3.49,1.6171000000000002
Romaine Lettuce,2007/2/11,0.33,1.39,1.97,1.63,2.12,4.3864
Broccoli Bunches,2007/2/11,0.25,1.97,1.78,2.27,1.64,6.66
Strawberries,2007/2/11,2.99,2.87,3.24,4.49,4.24,0.2408
Cauliflower,2007/2/4,0.23,1.14,1.15,2.24,1.5,5.5543
Celery,2007/2/4,1.5,1.7,1.99,1.69,2.37,0.2917
Green Leaf Lettuce,2007/2/4,0.31,1.4,1.97,1.53,2.62,5.0645
Iceberg Lettuce,2007/2/4,0.31,1.32,1.59,1.64,1.92,4.2177
Oranges,2007/2/4,0.14,0.46,0.58,0.54,0.57,2.8393
Potatoes,2007/2/4,0.87,4.11,3.82,3.94,0.0,2.4109000000000003
Red Leaf Lettuce,2007/2/4,0.3,1.25,1.97,1.53,2.62,5.141699999999999
Asparagus,2007/2/4,1.72,3.52,3.71,3.99,3.99,1.2108
Romaine Lettuce,2007/2/4,0.33,1.33,1.97,1.72,1.99,4.3106
Broccoli Bunches,2007/2/4,0.32,1.97,1.63,1.83,2.49,5.1875
Strawberries,2007/2/4,2.24,2.86,3.12,3.49,3.99,0.5022
Broccoli Crowns,2007/2/4,0.38,2.38,2.06,2.12,2.33,4.8487
Carrots,2007/2/4,0.28,0.78,0.83,0.62,1.07,1.9464
Iceberg Lettuce,2007/1/28,0.33,1.27,1.42,1.79,1.92,3.8485000000000005
Oranges,2007/1/28,0.19,0.37,0.49,0.64,0.46,1.5789
Potatoes,2007/1/28,1.17,3.98,3.74,3.97,4.64,2.4893
Red Leaf Lettuce,2007/1/28,0.28,1.42,1.7,1.47,2.52,5.3482
Asparagus,2007/1/28,2.55,3.97,3.89,4.49,3.62,0.5657
Romaine Lettuce,2007/1/28,0.35,1.35,1.7,1.67,2.07,3.85
Broccoli Bunches,2007/1/28,0.63,1.52,1.37,2.32,2.0,1.8611000000000002
Strawberries,2007/1/28,2.58,2.99,3.87,4.24,2.62,0.3295
Broccoli Crowns,2007/1/28,0.75,2.18,1.82,2.64,2.37,2.0033000000000003
Carrots,2007/1/28,0.27,0.76,0.83,0.69,1.17,2.1944
Cauliflower,2007/1/28,0.45,1.06,1.32,2.19,1.13,2.1667
Celery,2007/1/28,1.22,1.63,1.54,1.82,1.94,0.4201
Green Leaf Lettuce,2007/1/28,0.28,1.35,1.7,1.47,2.47,5.2411
Potatoes,2007/1/21,1.17,4.48,3.74,3.92,4.74,2.6068000000000002
Red Leaf Lettuce,2007/1/21,0.34,1.45,1.65,1.4,2.66,4.2647
Asparagus,2007/1/21,3.11,3.72,3.71,3.74,3.87,0.209
Romaine Lettuce,2007/1/21,0.53,1.39,1.65,1.4,1.99,2.0330000000000004
Broccoli Bunches,2007/1/21,0.93,1.52,1.18,2.22,1.74,0.7903
Strawberries,2007/1/21,2.51,2.87,3.62,3.99,3.37,0.37950000000000006
Broccoli Crowns,2007/1/21,1.08,2.16,1.72,2.54,2.37,1.0347
Carrots,2007/1/21,0.25,0.76,0.83,0.69,1.17,2.45
Cauliflower,2007/1/21,0.77,1.16,1.21,1.99,1.05,0.7565000000000001
Celery,2007/1/21,1.23,1.63,1.54,1.52,1.94,0.34759999999999996
Green Leaf Lettuce,2007/1/21,0.33,1.39,1.65,1.4,2.49,4.25
Iceberg Lettuce,2007/1/21,0.48,1.32,1.29,1.69,1.92,2.2396000000000003
Oranges,2007/1/21,0.24,0.37,0.52,0.49,0.37,0.8229000000000001
Romaine Lettuce,2007/1/14,0.64,1.35,1.6,1.47,1.49,1.3086000000000002
Broccoli Bunches,2007/1/14,0.93,1.72,1.04,1.67,1.77,0.6667000000000001
Strawberries,2007/1/14,2.3,3.11,3.49,3.99,2.5,0.4228
Broccoli Crowns,2007/1/14,1.12,2.09,1.74,1.94,1.79,0.6875
Carrots,2007/1/14,0.25,0.78,0.83,0.64,1.04,2.29
Cauliflower,2007/1/14,0.54,0.84,1.15,1.92,1.1,1.3194
Celery,2007/1/14,1.16,1.55,1.49,1.49,1.94,0.3944
Green Leaf Lettuce,2007/1/14,0.41,1.26,1.6,1.36,2.49,3.0915
Iceberg Lettuce,2007/1/14,0.6,1.35,1.42,1.62,1.62,1.5042
Oranges,2007/1/14,0.24,0.37,0.28,0.42,0.26,0.3854
Potatoes,2007/1/14,1.19,4.27,3.96,3.92,5.99,2.8108999999999997
Red Leaf Lettuce,2007/1/14,0.43,1.17,1.6,1.36,2.49,2.8488
Broccoli Crowns,2007/1/7,0.89,1.86,1.36,1.87,2.24,1.0590000000000002
Carrots,2007/1/7,0.23,0.78,0.83,0.66,0.99,2.5435
Cauliflower,2007/1/7,0.32,1.09,1.25,1.94,1.17,3.2577999999999996
Celery,2007/1/7,0.82,1.44,1.32,1.39,1.99,0.872
Green Leaf Lettuce,2007/1/7,0.35,1.32,1.7,1.36,2.37,3.8214
Iceberg Lettuce,2007/1/7,0.41,1.32,1.37,1.62,1.79,2.7195
Oranges,2007/1/7,0.09,0.34,0.36,0.35,0.3,2.75
Potatoes,2007/1/7,1.18,4.64,4.12,3.92,4.66,2.6737
Red Leaf Lettuce,2007/1/7,0.35,1.25,1.7,1.36,2.37,3.7714
Asparagus,2007/1/7,3.13,3.32,3.71,4.09,3.69,0.1829
Romaine Lettuce,2007/1/7,0.52,1.3,1.7,1.34,1.49,1.8029
Broccoli Bunches,2007/1/7,0.68,1.73,1.3,1.72,1.64,1.3493000000000002
Strawberries,2007/1/7,1.55,3.49,3.12,3.5,3.87,1.2548000000000001
Cauliflower,2006/12/31,0.27,1.11,1.15,1.54,1.25,3.6759
Celery,2006/12/31,0.7,1.55,1.4,1.54,1.99,1.3143
Green Leaf Lettuce,2006/12/31,0.32,1.25,1.7,1.36,2.37,4.2188
Iceberg Lettuce,2006/12/31,0.31,1.32,1.24,1.57,1.54,3.5726
Oranges,2006/12/31,0.09,0.34,0.45,0.41,0.35,3.3056
Potatoes,2006/12/31,1.18,4.86,4.29,3.92,0.0,1.7691
Red Leaf Lettuce,2006/12/31,0.32,1.25,1.7,1.36,2.37,4.2188
Romaine Lettuce,2006/12/31,0.34,1.33,1.7,1.38,1.44,3.3015
Broccoli Bunches,2006/12/31,0.56,1.73,1.35,1.64,1.85,1.933
Strawberries,2006/12/31,1.49,3.61,4.99,3.74,4.12,1.7616999999999998
Broccoli Crowns,2006/12/31,0.79,1.91,1.79,1.69,2.12,1.3766
Carrots,2006/12/31,0.23,0.78,0.83,0.59,1.07,2.5543
Green Leaf Lettuce,2006/12/24,0.29,1.66,1.65,1.28,2.37,5.0
Iceberg Lettuce,2006/12/24,0.32,1.32,1.37,1.62,1.84,3.8047000000000004
Oranges,2006/12/24,0.1,0.37,0.39,0.44,0.32,2.8000000000000003
Potatoes,2006/12/24,1.2,4.86,3.96,3.89,3.99,2.4792
Red Leaf Lettuce,2006/12/24,0.3,1.51,1.65,1.32,2.37,4.7083
Romaine Lettuce,2006/12/24,0.28,1.53,1.65,1.4,1.37,4.3125
Strawberries,2006/12/24,2.47,4.24,4.49,3.99,4.99,0.7925
Cauliflower,2006/12/24,0.3,1.09,1.15,1.94,1.2,3.4833
Celery,2006/12/24,0.61,1.63,1.37,1.59,1.94,1.6762000000000001
Broccoli Bunches,2006/12/24,0.56,1.6,1.46,1.83,1.85,2.0088999999999997
Broccoli Crowns,2006/12/24,0.77,1.84,1.74,1.57,1.99,1.3182
Carrots,2006/12/24,0.23,0.78,0.8,0.64,1.19,2.7064999999999997
Iceberg Lettuce,2006/12/17,0.29,1.32,1.37,1.57,1.87,4.2845
Oranges,2006/12/17,0.1,0.3,0.42,0.3,0.3,2.3000000000000003
Potatoes,2006/12/17,1.2,3.91,4.16,3.47,0.0,1.4042
Red Leaf Lettuce,2006/12/17,0.31,1.25,1.65,1.36,2.49,4.4435
Romaine Lettuce,2006/12/17,0.27,1.33,1.65,1.34,1.44,4.3333
Broccoli Bunches,2006/12/17,0.63,1.69,1.14,1.59,1.16,1.2143000000000002
Strawberries,2006/12/17,3.0,4.86,3.99,4.74,5.74,0.6108
Broccoli Crowns,2006/12/17,0.78,1.82,1.74,1.2,2.04,1.1795
Carrots,2006/12/17,0.23,0.82,0.83,0.66,1.04,2.6413
Cauliflower,2006/12/17,0.36,0.99,1.04,1.92,1.0,2.4375
Celery,2006/12/17,0.58,1.28,1.47,1.02,1.94,1.4612
Green Leaf Lettuce,2006/12/17,0.31,1.32,1.65,1.36,2.49,4.5
Potatoes,2006/12/10,1.2,3.99,4.16,3.92,3.99,2.3458
Red Leaf Lettuce,2006/12/10,0.33,1.25,1.74,1.3,2.29,3.9848000000000003
Broccoli Bunches,2006/12/10,0.76,1.64,1.18,1.27,1.47,0.8289
Romaine Lettuce,2006/12/10,0.38,1.33,1.74,1.26,1.44,2.7961
Broccoli Crowns,2006/12/10,0.91,1.62,1.08,1.32,1.57,0.5357000000000001
Strawberries,2006/12/10,3.11,4.4,4.99,4.99,5.24,0.5772
Carrots,2006/12/10,0.23,0.82,0.83,0.66,1.22,2.8369999999999997
Tomatoes,2006/12/10,0.58,1.49,2.86,2.29,1.49,2.5043
Cauliflower,2006/12/10,0.54,1.09,1.17,1.37,1.05,1.1667
Celery,2006/12/10,0.55,1.53,1.44,0.82,1.74,1.5136000000000003
Flame Grapes,2006/12/10,1.16,2.26,2.32,3.12,2.99,1.3038999999999998
Green Leaf Lettuce,2006/12/10,0.34,1.32,1.74,1.3,2.29,3.8897000000000004
Iceberg Lettuce,2006/12/10,0.54,1.22,1.32,1.59,1.74,1.7176
Oranges,2006/12/10,0.1,0.33,0.51,0.33,0.3,2.6750000000000003
Carrots,2006/12/3,0.23,0.82,0.83,0.59,1.04,2.5652
Tomatoes,2006/12/3,0.55,1.69,2.14,2.24,1.49,2.4364
Cauliflower,2006/12/3,0.41,1.09,1.22,1.52,1.0,1.9451
Celery,2006/12/3,0.45,1.51,1.37,1.34,1.99,2.45
Flame Grapes,2006/12/3,1.01,2.08,1.74,2.49,2.49,1.1782
Green Leaf Lettuce,2006/12/3,0.28,1.28,1.65,1.03,2.29,4.5804
Iceberg Lettuce,2006/12/3,0.56,1.22,1.29,1.42,1.62,1.4777000000000002
Oranges,2006/12/3,0.11,0.31,0.44,0.35,0.31,2.2045
Potatoes,2006/12/3,1.21,4.61,3.84,3.92,4.99,2.5868
Red Leaf Lettuce,2006/12/3,0.28,1.32,1.65,1.03,2.29,4.6161
Broccoli Bunches,2006/12/3,0.48,1.2,1.4,1.39,1.39,1.8021
Romaine Lettuce,2006/12/3,0.34,1.39,1.65,1.24,1.39,3.1691000000000003
Broccoli Crowns,2006/12/3,0.58,1.65,1.79,1.79,1.56,1.9266999999999999
Strawberries,2006/12/3,2.86,4.03,4.49,4.49,4.24,0.5079
Green Leaf Lettuce,2006/11/26,0.2,1.39,1.54,1.22,2.29,7.05
Iceberg Lettuce,2006/11/26,0.26,1.27,1.17,1.47,1.62,4.3173
Oranges,2006/11/26,0.11,0.32,0.43,0.45,0.36,2.5455
Potatoes,2006/11/26,1.21,4.22,3.96,3.97,4.99,2.5413
Avocados,2006/11/26,0.48,1.24,1.37,1.31,1.63,1.8906
Red Leaf Lettuce,2006/11/26,0.2,1.45,1.54,1.22,2.29,7.125
Broccoli Bunches,2006/11/26,0.26,1.33,1.03,1.56,1.55,4.2596
Romaine Lettuce,2006/11/26,0.19,1.39,1.54,1.15,1.44,6.2632
Broccoli Crowns,2006/11/26,0.32,1.78,1.03,1.79,1.7,3.9219
Strawberries,2006/11/26,2.32,3.66,3.12,3.74,3.74,0.5366
Carrots,2006/11/26,0.23,0.82,0.83,0.72,1.26,2.9457
Thompson Grapes,2006/11/26,1.09,1.09,2.57,3.74,3.49,1.4977
Cauliflower,2006/11/26,0.24,1.1,0.9,1.77,1.2,4.1771
Tomatoes,2006/11/26,0.48,1.89,2.17,2.24,1.99,3.3177
Celery,2006/11/26,0.35,1.16,1.0,1.24,1.62,2.5857
Flame Grapes,2006/11/26,0.85,2.04,2.39,2.56,2.24,1.7147000000000001
Broccoli Crowns,2006/11/19,0.3,1.71,1.0,1.44,1.82,3.975
Strawberries,2006/11/19,2.03,3.71,3.49,3.67,3.12,0.7229000000000001
Carrots,2006/11/19,0.24,0.82,0.83,0.59,1.11,2.4896000000000003
Thompson Grapes,2006/11/19,1.09,2.81,2.57,3.62,3.49,1.8647
Cauliflower,2006/11/19,0.28,1.1,0.9,1.2,1.2,2.9286000000000003
Tomatoes,2006/11/19,0.55,1.69,2.27,2.49,1.5,2.6136000000000004
Celery,2006/11/19,0.39,0.96,0.97,0.69,1.82,1.8462
Flame Grapes,2006/11/19,0.84,2.36,2.11,2.62,1.99,1.7024000000000001
Green Leaf Lettuce,2006/11/19,0.2,1.39,1.6,1.26,2.32,7.2125
Iceberg Lettuce,2006/11/19,0.23,1.27,1.29,1.47,1.57,5.087
Oranges,2006/11/19,0.11,0.3,0.46,0.32,0.39,2.3409
Potatoes,2006/11/19,1.17,4.1,3.96,3.92,5.99,2.8397
Avocados,2006/11/19,0.49,1.21,1.54,1.19,1.42,1.7347000000000001
Red Leaf Lettuce,2006/11/19,0.22,1.45,1.6,1.26,2.32,6.5341
Broccoli Bunches,2006/11/19,0.26,1.36,1.08,1.56,1.03,3.8365
Romaine Lettuce,2006/11/19,0.18,1.39,1.6,1.18,1.42,6.7639
Honeydews,2006/11/12,0.18,0.78,1.8,0.61,0.83,4.5833
Iceberg Lettuce,2006/11/12,0.27,1.27,1.24,1.29,1.62,4.0185
Avocados,2006/11/12,0.51,1.11,1.66,1.47,1.5,1.8137
Oranges,2006/11/12,0.11,0.3,0.58,0.38,0.39,2.75
Broccoli Bunches,2006/11/12,0.29,1.33,1.12,1.49,1.35,3.5603
Potatoes,2006/11/12,1.18,4.32,3.96,3.54,0.0,1.5042
Broccoli Crowns,2006/11/12,0.33,1.69,0.96,1.39,1.76,3.3939
Red Leaf Lettuce,2006/11/12,0.24,1.32,1.65,1.22,2.49,5.9583
